,fluxes,kcat,MW,kcat_MW,equ
PGMT_reverse_num2,0.0,207523.2,20.7798,9986.77561862963,g6p_c --> g1p_c
PGMT_reverse_num3,0.0,207523.2,23.565,8806.416295353278,g6p_c --> g1p_c
UMPK_reverse_num2,0.0,595658.6204,155.8216,3822.696085780149,adp_c + udp_c --> atp_c + ump_c
F6PA_reverse_num2,0.0,,,,dha_c + g3p_c --> f6p_c
SDPTA_reverse_num2,0.24009159539668365,48801.73975,44.7291,1091.05123398414,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
SDPTA_reverse_num3,0.0,48801.73975,87.5339,557.5181701032401,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
SDPTA_reverse_num4,0.0,48801.73975,87.3307,558.815396532949,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
SDPTA_reverse_num5,0.0,48801.73975,79.5666,613.3445409254637,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
FCLPA_reverse_num2,0.0,46752.00001,95.1013,491.60211279971986,dhap_c + lald__L_c --> fc1p_c
ASPK_reverse_num2,0.0,70559.28871000001,356.481,197.93281748536393,4pasp_c + adp_c --> asp__L_c + atp_c
ASPK_reverse_num3,0.0,70559.28871000001,97.0635,726.9394644742875,4pasp_c + adp_c --> asp__L_c + atp_c
OCBT_reverse_num2,0.0,164864.0854,110.4814,1492.2338547484012,citr__L_c + h_c + pi_c --> cbp_c + orn_c
PHETA1_reverse_num2,0.11991020172898863,597462.0221,87.0756,6861.417229396065,glu__L_c + phpyr_c --> akg_c + phe__L_c
PHETA1_reverse_num3,0.0,597462.0221,204.5619,2920.690617852102,glu__L_c + phpyr_c --> akg_c + phe__L_c
ACOTA_reverse_num2,0.0,5653.495904,87.3307,64.7366379062575,acg5sa_c + glu__L_c --> acorn_c + akg_c
ACOTA_reverse_num3,0.0,5653.495904,87.5339,64.5863591591372,acg5sa_c + glu__L_c --> acorn_c + akg_c
ACOTA_reverse_num4,0.19144726953186517,5653.495904,44.7291,126.39413500383421,acg5sa_c + glu__L_c --> acorn_c + akg_c
HSDy_reverse_num2,0.0,222600.315,356.481,624.438090669629,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c
GLUtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glu__L_p --> glu__L_e
GLUtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glu__L_p --> glu__L_e
GLUtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glu__L_p --> glu__L_e
GLYtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,gly_p --> gly_e
GLYtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,gly_p --> gly_e
GLYtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,gly_p --> gly_e
GLYALDtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glyald_p --> glyald_e
GLYALDtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glyald_p --> glyald_e
GLYALDtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glyald_p --> glyald_e
GLYBtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glyb_p --> glyb_e
GLYBtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glyb_p --> glyb_e
GLYBtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glyb_p --> glyb_e
GLYCtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glyc_p --> glyc_e
GLYCtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glyc_p --> glyc_e
GLYCtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glyc_p --> glyc_e
GLYC3Ptex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glyc3p_p --> glyc3p_e
GLYC3Ptex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glyc3p_p --> glyc3p_e
GLYC3Ptex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glyc3p_p --> glyc3p_e
GLYCLTtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glyclt_p --> glyclt_e
GLYCLTtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glyclt_p --> glyclt_e
GLYCLTtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glyclt_p --> glyclt_e
GTPtex_reverse_num2,0.0,1684509.733,41.2198,40866.51883318211,gtp_p --> gtp_e
GTPtex_reverse_num3,0.0,1684509.733,121.1044,13909.566729202244,gtp_p --> gtp_e
GTPtex_reverse_num4,0.0,1684509.733,117.9999,14275.518309761283,gtp_p --> gtp_e
Htex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,h_p --> h_e
Htex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,h_p --> h_e
Htex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,h_p --> h_e
H2tex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,h2_p --> h2_e
H2tex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,h2_p --> h2_e
H2tex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,h2_p --> h2_e
H2Otex_reverse_num2,0.0,1684509.733,121.1044,13909.566729202244,h2o_p --> h2o_e
H2Otex_reverse_num3,0.0,1684509.733,34.9132,48248.50580869126,h2o_p --> h2o_e
H2Otex_reverse_num4,0.0,1684509.733,27.2003,61929.821840200304,h2o_p --> h2o_e
H2Otex_reverse_num5,0.0,1684509.733,37.2008,45281.54590761488,h2o_p --> h2o_e
H2Otex_reverse_num6,0.0,1684509.733,116.766,14426.371829128342,h2o_p --> h2o_e
H2Otex_reverse_num7,0.0,1684509.733,117.9999,14275.518309761283,h2o_p --> h2o_e
H2Otex_reverse_num8,48.87880330068993,,,,h2o_p --> h2o_e
DAPtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,15dap_p --> 15dap_e
DAPtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,15dap_p --> 15dap_e
DAPtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,15dap_p --> 15dap_e
12PPDStex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,12ppd__S_p --> 12ppd__S_e
12PPDStex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,12ppd__S_p --> 12ppd__S_e
12PPDStex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,12ppd__S_p --> 12ppd__S_e
DDGLCNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,2ddglcn_p --> 2ddglcn_e
DDGLCNtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,2ddglcn_p --> 2ddglcn_e
DDGLCNtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,2ddglcn_p --> 2ddglcn_e
26DAHtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,26dap__M_p --> 26dap__M_e
26DAHtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,26dap__M_p --> 26dap__M_e
26DAHtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,26dap__M_p --> 26dap__M_e
HCINNMtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,3hcinnm_p --> 3hcinnm_e
HCINNMtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,3hcinnm_p --> 3hcinnm_e
HCINNMtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,3hcinnm_p --> 3hcinnm_e
HPPPNtex_reverse_num2,0.0,1684509.733,117.9999,14275.518309761283,3hpppn_p --> 3hpppn_e
HPPPNtex_reverse_num3,0.0,1684509.733,41.2198,40866.51883318211,3hpppn_p --> 3hpppn_e
HPPPNtex_reverse_num4,0.0,1684509.733,116.766,14426.371829128342,3hpppn_p --> 3hpppn_e
ACtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,ac_p --> ac_e
ACtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,ac_p --> ac_e
ACtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,ac_p --> ac_e
ACALDtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,acald_p --> acald_e
ACALDtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,acald_p --> acald_e
ACALDtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,acald_p --> acald_e
ACMANAtex_reverse_num2,0.0,1684509.733,121.1044,13909.566729202244,acmana_p --> acmana_e
ACMANAtex_reverse_num3,0.0,1684509.733,116.766,14426.371829128342,acmana_p --> acmana_e
ACMANAtex_reverse_num4,0.0,1684509.733,41.2198,40866.51883318211,acmana_p --> acmana_e
ACACT7r_reverse_num2,0.0,1200988584.0,81.7524,14690560.570698842,3ohdcoa_c + coa_c --> accoa_c + tdcoa_c
ACACT2r_reverse_num2,0.0,1200988584.0,81.7524,14690560.570698842,3ohcoa_c + coa_c --> accoa_c + btcoa_c
ACACT3r_reverse_num2,0.0,1200988584.0,81.7524,14690560.570698842,3oocoa_c + coa_c --> accoa_c + hxcoa_c
ACACT4r_reverse_num2,0.0,1200988584.0,81.7524,14690560.570698842,3odcoa_c + coa_c --> accoa_c + occoa_c
SUCFUMtpp_reverse_num2,0.0,,,,fum_c + succ_p --> fum_p + succ_c
SUCFUMtpp_reverse_num3,0.0,,,,fum_c + succ_p --> fum_p + succ_c
TRPt2rpp_reverse_num2,0.0,,,,h_c + trp__L_c --> h_p + trp__L_p
TRPt2rpp_reverse_num3,0.0,,,,h_c + trp__L_c --> h_p + trp__L_p
TYRt2rpp_reverse_num2,0.0,,,,h_c + tyr__L_c --> h_p + tyr__L_p
GALtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,gal_p --> gal_e
GALtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,gal_p --> gal_e
GALtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,gal_p --> gal_e
GALCTtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,galct__D_p --> galct__D_e
GALCTtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,galct__D_p --> galct__D_e
GALCTtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,galct__D_p --> galct__D_e
GALCTNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,galctn__D_p --> galctn__D_e
GALCTNtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,galctn__D_p --> galctn__D_e
GALCTNtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,galctn__D_p --> galctn__D_e
GALTtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,galt_p --> galt_e
GALTtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,galt_p --> galt_e
GALTtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,galt_p --> galt_e
GALURtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,galur_p --> galur_e
GALURtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,galur_p --> galur_e
GALURtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,galur_p --> galur_e
TKT2_reverse_num2,0.0,43499085.23,73.0427,595529.5358742215,f6p_c + g3p_c --> e4p_c + xu5p__D_c
GAMtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,gam_p --> gam_e
GAMtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,gam_p --> gam_e
GAMtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,gam_p --> gam_e
GBBTNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,gbbtn_p --> gbbtn_e
GBBTNtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,gbbtn_p --> gbbtn_e
GBBTNtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,gbbtn_p --> gbbtn_e
HIStex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,his__L_p --> his__L_e
HIStex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,his__L_p --> his__L_e
HIStex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,his__L_p --> his__L_e
HXAtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,hxa_p --> hxa_e
HXAtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,hxa_p --> hxa_e
HXAtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,hxa_p --> hxa_e
HYXNtex_reverse_num2,0.0,1684509.733,121.1044,13909.566729202244,hxan_p --> hxan_e
HYXNtex_reverse_num3,0.0,1684509.733,116.766,14426.371829128342,hxan_p --> hxan_e
HYXNtex_reverse_num4,0.0,1684509.733,41.2198,40866.51883318211,hxan_p --> hxan_e
IDONtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,idon__L_p --> idon__L_e
IDONtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,idon__L_p --> idon__L_e
IDONtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,idon__L_p --> idon__L_e
ILEtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,ile__L_p --> ile__L_e
ILEtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,ile__L_p --> ile__L_e
ILEtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,ile__L_p --> ile__L_e
INSTtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,inost_p --> inost_e
INSTtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,inost_p --> inost_e
INSTtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,inost_p --> inost_e
Ktex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,k_p --> k_e
Ktex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,k_p --> k_e
Ktex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,k_p --> k_e
D_LACtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,lac__D_p --> lac__D_e
D_LACtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,lac__D_p --> lac__D_e
D_LACtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,lac__D_p --> lac__D_e
FRULYStex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,frulys_p --> frulys_e
FRULYStex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,frulys_p --> frulys_e
FRULYStex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,frulys_p --> frulys_e
GALCTt2rpp_reverse_num2,0.0,,,,galct__D_c + h_c --> galct__D_p + h_p
ASPtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,asp__L_p --> asp__L_e
ASPtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,asp__L_p --> asp__L_e
ASPtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,asp__L_p --> asp__L_e
ATPS4rpp_reverse_num2,0.0,416466.6959,530.0127,785.7673899134869,atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_p + pi_c
INDOLEtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,indole_p --> indole_e
INDOLEtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,indole_p --> indole_e
INDOLEtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,indole_p --> indole_e
L_LACtex_reverse_num2,0.0,1684509.733,117.9999,14275.518309761283,lac__L_p --> lac__L_e
L_LACtex_reverse_num3,0.0,1684509.733,41.2198,40866.51883318211,lac__L_p --> lac__L_e
L_LACtex_reverse_num4,0.0,1684509.733,116.766,14426.371829128342,lac__L_p --> lac__L_e
ADEt2rpp_reverse_num2,0.0,,,,ade_c + h_c --> ade_p + h_p
ADEt2rpp_reverse_num3,0.0,,,,ade_c + h_c --> ade_p + h_p
ECOAH8_reverse_num2,0.0,4002840.0,159.1878,25145.394307855247,h2o_c + od2coa_c --> 3hodcoa_c
GUAtpp_reverse_num2,0.0,,,,gua_c --> gua_p
HYXNtpp_reverse_num2,0.0,,,,hxan_c --> hxan_p
GLCRtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glcr_p --> glcr_e
GLCRtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glcr_p --> glcr_e
GLCRtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glcr_p --> glcr_e
GLCNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glcn_p --> glcn_e
GLCNtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glcn_p --> glcn_e
GLCNtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glcn_p --> glcn_e
GLCURtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,glcur_p --> glcur_e
GLCURtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,glcur_p --> glcur_e
GLCURtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,glcur_p --> glcur_e
GLNtex_reverse_num2,0.0,1684509.733,117.9999,14275.518309761283,gln__L_p --> gln__L_e
GLNtex_reverse_num3,0.0,1684509.733,41.2198,40866.51883318211,gln__L_p --> gln__L_e
GLNtex_reverse_num4,0.0,1684509.733,116.766,14426.371829128342,gln__L_p --> gln__L_e
O2tex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,o2_p --> o2_e
O2tex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,o2_p --> o2_e
O2tex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,o2_p --> o2_e
OCTAtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,octa_p --> octa_e
OCTAtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,octa_p --> octa_e
OCTAtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,octa_p --> octa_e
ORNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,orn_p --> orn_e
ORNtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,orn_p --> orn_e
ORNtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,orn_p --> orn_e
ECOAH5_reverse_num2,0.0,4002840.0,159.1878,25145.394307855247,dd2coa_c + h2o_c --> 3hddcoa_c
RMNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,rmn_p --> rmn_e
RMNtex_reverse_num3,0.0,1684509.733,121.1044,13909.566729202244,rmn_p --> rmn_e
RMNtex_reverse_num4,0.0,1684509.733,41.2198,40866.51883318211,rmn_p --> rmn_e
PHEtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,phe__L_p --> phe__L_e
PHEtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,phe__L_p --> phe__L_e
PHEtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,phe__L_p --> phe__L_e
PItex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,pi_p --> pi_e
PItex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,pi_p --> pi_e
PItex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,pi_p --> pi_e
TRSARr_reverse_num2,0.0,874800.0,30.4274,28750.402597658685,glyc__R_c + nad_c --> 2h3oppan_c + h_c + nadh_c
PNTOtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,pnto__R_p --> pnto__R_e
PNTOtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,pnto__R_p --> pnto__R_e
PNTOtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,pnto__R_p --> pnto__R_e
PPPNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,pppn_p --> pppn_e
PPPNtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,pppn_p --> pppn_e
PPPNtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,pppn_p --> pppn_e
PPTtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,ppt_p --> ppt_e
PPTtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,ppt_p --> ppt_e
PPTtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,ppt_p --> ppt_e
PTRCtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,ptrc_p --> ptrc_e
PTRCtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,ptrc_p --> ptrc_e
PTRCtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,ptrc_p --> ptrc_e
PYRtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,pyr_p --> pyr_e
PYRtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,pyr_p --> pyr_e
PYRtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,pyr_p --> pyr_e
DSERtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,ser__D_p --> ser__D_e
DSERtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,ser__D_p --> ser__D_e
DSERtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,ser__D_p --> ser__D_e
SERtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,ser__L_p --> ser__L_e
SERtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,ser__L_p --> ser__L_e
SERtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,ser__L_p --> ser__L_e
SO4tex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,so4_p --> so4_e
SO4tex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,so4_p --> so4_e
SO4tex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,so4_p --> so4_e
SPMDtex_reverse_num2,0.0,1684509.733,121.1044,13909.566729202244,spmd_p --> spmd_e
SPMDtex_reverse_num3,0.0,1684509.733,116.766,14426.371829128342,spmd_p --> spmd_e
SPMDtex_reverse_num4,0.0,1684509.733,41.2198,40866.51883318211,spmd_p --> spmd_e
SUCCtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,succ_p --> succ_e
SUCCtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,succ_p --> succ_e
SUCCtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,succ_p --> succ_e
SUCRtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,sucr_p --> sucr_e
SUCRtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,sucr_p --> sucr_e
SUCRtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,sucr_p --> sucr_e
TARTRtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,tartr__L_p --> tartr__L_e
TARTRtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,tartr__L_p --> tartr__L_e
TARTRtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,tartr__L_p --> tartr__L_e
TAURtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,taur_p --> taur_e
TAURtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,taur_p --> taur_e
TAURtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,taur_p --> taur_e
THRtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,thr__L_p --> thr__L_e
THRtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,thr__L_p --> thr__L_e
THRtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,thr__L_p --> thr__L_e
THMDtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,thymd_p --> thymd_e
THMDtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,thymd_p --> thymd_e
THMDtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,thymd_p --> thymd_e
METDtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,met__D_p --> met__D_e
METDtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,met__D_p --> met__D_e
METDtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,met__D_p --> met__D_e
METtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,met__L_p --> met__L_e
METtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,met__L_p --> met__L_e
METtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,met__L_p --> met__L_e
MNLtex_reverse_num2,0.0,1684509.733,41.2198,40866.51883318211,mnl_p --> mnl_e
MNLtex_reverse_num3,0.0,1684509.733,121.1044,13909.566729202244,mnl_p --> mnl_e
MNLtex_reverse_num4,0.0,1684509.733,117.9999,14275.518309761283,mnl_p --> mnl_e
NAtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,na1_p --> na1_e
NAtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,na1_p --> na1_e
NAtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,na1_p --> na1_e
NACtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,nac_p --> nac_e
NACtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,nac_p --> nac_e
NACtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,nac_p --> nac_e
NH4tex_reverse_num2,0.0,1684509.733,41.2198,40866.51883318211,nh4_p --> nh4_e
NH4tex_reverse_num3,0.0,1684509.733,121.1044,13909.566729202244,nh4_p --> nh4_e
NH4tex_reverse_num4,0.0,1684509.733,117.9999,14275.518309761283,nh4_p --> nh4_e
BUTtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,but_p --> but_e
BUTtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,but_p --> but_e
BUTtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,but_p --> but_e
CHLtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,chol_p --> chol_e
CHLtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,chol_p --> chol_e
CHLtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,chol_p --> chol_e
CO2tex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,co2_p --> co2_e
CO2tex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,co2_p --> co2_e
CO2tex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,co2_p --> co2_e
CRNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,crn_p --> crn_e
CRNtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,crn_p --> crn_e
CRNtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,crn_p --> crn_e
DINStex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,din_p --> din_e
DINStex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,din_p --> din_e
DINStex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,din_p --> din_e
DMStex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,dms_p --> dms_e
DMStex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,dms_p --> dms_e
DMStex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,dms_p --> dms_e
CSNtex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,csn_p --> csn_e
CSNtex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,csn_p --> csn_e
CSNtex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,csn_p --> csn_e
CYNTtex_reverse_num2,0.0,1684509.733,121.1044,13909.566729202244,cynt_p --> cynt_e
CYNTtex_reverse_num3,0.0,1684509.733,116.766,14426.371829128342,cynt_p --> cynt_e
CYNTtex_reverse_num4,0.0,1684509.733,41.2198,40866.51883318211,cynt_p --> cynt_e
CYStex_reverse_num2,0.0,1684509.733,116.766,14426.371829128342,cys__L_p --> cys__L_e
CYStex_reverse_num3,0.0,1684509.733,117.9999,14275.518309761283,cys__L_p --> cys__L_e
CYStex_reverse_num4,0.0,1684509.733,121.1044,13909.566729202244,cys__L_p --> cys__L_e
