,fluxes,equ,kcat,MW,kcat_MW,source
OGMEACPD,1.4961293497873053e-06,hgmeACP_c --> egmeACP_c + h2o_c,360.0,102.1977,3.5225841677454577,
EGMEACPR,1.4961293497873053e-06,egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c,97067.99999,111.4558,870.9102620949292,
OPMEACPR,1.4961293497873053e-06,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c,,,,
PMEACPE,1.4961293497873053e-06,h2o_c + pmeACP_c --> meoh_c + pimACP_c,31104.0,28.505,1091.1769864935975,
MEOHtex,0.0,meoh_e --> meoh_p,,,,
EX_5mtr_e,-0.0,5mtr_e --> ,,,,
MECDPDH5,0.001787126508320358,2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c,,,,
RNTR1c2,0.019573860283267314,atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c,,,,
RNTR2c2,0.020210463321601813,2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c,,,,
RNTR3c2,0.020210463321601813,ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c,,,,
RNTR4c2,0.019573860283267314,2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c,,,,
FLDR2,0.0,2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c,,,,
CDGS,0.0,cph4_c + h_c --> cdg_c + nh4_c,,,,
5MTRtpp,0.0,5mtr_c + h_c --> 5mtr_p + h_p,,,,
TTRCYCtex,0.0,ttrcyc_e --> ttrcyc_p,,,,
TTRCYCtpp,0.0,h_p + ttrcyc_p --> h_c + ttrcyc_e,,,,
FESR,0.0058408889815696405,3fe4s_c + fe2_c --> 4fe4s_c,,,,
OXCOAHDH,0.0,2oxpaccoa_c + 2.0 h2o_c + nadp_c --> 3oxdhscoa_c + 2.0 h_c + nadph_c,,,,
DHACOAH,0.0,23dhacoa_c + h2o_c --> 3hadpcoa_c,4002840.0,27.2374,146961.16369403835,
THFAT,0.0,h2o_c + methf_c --> 5fthf_c + h_c,55410.00001,90.6332,611.365371740157,
FOMETRi,0.0,5fthf_c + h_c --> h2o_c + methf_c,55410.00001,21.1054,2625.3944492878604,
SLNTtex,0.0,slnt_e --> slnt_p,,,,
SELGTHR2,0.0,dgslnt_c + h_c + nadph_c --> gslnt_c + gthrd_c + nadp_c,,,,
GDPTPDP,0.0,gdptp_c + h2o_c --> gtp_c + ppi_c,9488.999999,79.3424,119.5955756190889,
COLIPAKpp,0.0,colipa_p + udcpdp_p --> colipap_p + udcpp_p,,,,
3HPPtpp,0.0,3hpp_c + h_c --> 3hpp_p + h_p,,,,
MPTSS,0.0,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c,,,,
CPMPS,0.0,gtp_c + h2o_c --> cpmp_c + ppi_c,,,,
LIPOCT,0.0,h_c + ocACP_c --> ACP_c + octapb_c,,,,
LIPOS,0.0,4fe4s_c + 2.0 amet_c + h_c + nad_c + octapb_c --> 2fe2s_c + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c + 2.0 met__L_c + nadh_c,,,,
OCTNLL,0.0,atp_c + h_c + octa_c --> amp_c + octapb_c + ppi_c,,,,
LIPATPT,0.0,atp_c + lipoate_c --> lipoamp_c + ppi_c,626.4,37.9259,16.516417540519804,
LIPAMPL,0.0,lipoamp_c --> amp_c + lipopb_c,,,,
ALDD19xr,0.0,h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c,107813.4546,214.7965,501.93301380609086,
MMM,0.0,succoa_c --> mmcoa__S_c,,,,
MOGDS,0.0,gtp_c + h_c + moco_c --> mocogdp_c + ppi_c,,,,
WCOS,0.0,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c,,,,
RFAMPtpp,0.0,h_p + rfamp_p --> h_c + rfamp_e,,,,
VPAMTr,0.31655254395734783,3mob_c + ala__L_c --> pyr_c + val__L_c,,,,
ACOLIPAabctex,0.0,acolipa_p + atp_c + h2o_c --> acolipa_e + adp_c + h_c + pi_c,,,,
ECA4COLIPAabctex,0.0,atp_c + eca4colipa_p + h2o_c --> adp_c + eca4colipa_e + h_c + pi_c,,,,
COLIPAPabctex,0.0,atp_c + colipap_p + h2o_c --> adp_c + colipap_e + h_c + pi_c,,,,
CH4tex,0.0,ch4_e --> ch4_p,,,,
TARTRDtex,0.0,tartr__D_e --> tartr__D_p,,,,
3OXCOAT,0.0,coa_c + oxadpcoa_c --> accoa_c + succoa_c,623180.0002,42.2765,14740.576920984473,
BTNt2ipp,0.0,btn_p + h_p --> btn_c + h_c,,,,
BTNtex,0.0,btn_e --> btn_p,,,,
2DGULRGx,0.0,2dhguln_c + h_c + nadh_c --> glcn_c + nad_c,,,,
2DGULRGy,0.0,2dhguln_c + h_c + nadph_c --> glcn_c + nadp_c,,,,
AP4AS,0.0,2.0 atp_c + h_c --> ap4a_c + ppi_c,,,,
ARBTptspp,0.0,arbt_p + pep_c --> arbt6p_c + pyr_c,,,,
ARBTtex,0.0,arbt_e --> arbt_p,,,,
EX_arbt_e,-0.0,arbt_e --> ,,,,
DMSOtpp,0.0,dmso_p --> dmso_c,,,,
PYDXtex,0.0,pydx_e --> pydx_p,,,,
PYDXtpp,0.0,pydx_p --> pydx_c,,,,
SUCASPtpp,0.0,asp__L_p + succ_c --> asp__L_c + succ_p,,,,
SUCMALtpp,0.0,mal__L_p + succ_c --> mal__L_c + succ_p,,,,
PYDXNtex,0.0,pydxn_e --> pydxn_p,,,,
PYDXNtpp,0.0,pydxn_p --> pydxn_c,,,,
PYDAMtex,0.0,pydam_e --> pydam_p,,,,
PYDAMtpp,0.0,pydam_p --> pydam_c,,,,
13PPDH2,0.0,3hppnl_c + h_c + nadph_c --> 13ppd_c + nadp_c,,,,
TARTt2_3pp,0.0,3.0 h_p + tartr__D_p --> 3.0 h_c + tartr__D_c,,,,
SUCTARTtpp,0.0,succ_c + tartr__D_p --> succ_p + tartr__D_c,,,,
APCS,0.0,15dap_c + ametam_c --> 5mta_c + h_c + na15dap_c,322629.0,64.6428,4990.950268243331,
CHTBSptspp,0.0,chtbs_p + pep_c --> chtbs6p_c + pyr_c,,,,
CHTBStex,0.0,chtbs_e --> chtbs_p,,,,
TRPtipp,0.0,trp__L_c --> trp__L_p,,,,
TYRtipp,0.0,tyr__L_c --> tyr__L_p,,,,
ThDPAT,0.0,adp_c + h_c + thmpp_c --> athtp_c + pi_c,,,,
GHBDHx,0.0,h_c + nadh_c + sucsal_c --> ghb_c + nad_c,4784400.0,124.6326,38388.030098064235,
APPLDHr,0.0,aact_c + h_c + nadh_c --> appl_c + nad_c,645.7200012,309.6976,2.085001631268695,
SPMDt3pp,0.0,h_p + spmd_c --> h_c + spmd_p,,,,
PHEtipp,0.0,phe__L_c --> phe__L_p,,,,
G2PP,0.0,glyc2p_c + h2o_c --> glyc_c + pi_c,,,,
MALt3pp,0.0,h_p + mal__L_c --> h_c + mal__L_p,,,,
CITt3pp,0.0,cit_c + h_p --> cit_p + h_c,,,,
DHNPA2r,0.0005004552675038786,dhnpt_c --> 6hmhpt_c + gcald_c,1242.960001,108.9562,11.407886848109607,
QUIN2tpp,0.0,quin_p --> quin_c,,,,
GLYC2Pabcpp,0.0,atp_c + glyc2p_p + h2o_c --> adp_c + glyc2p_c + h_c + pi_c,,,,
CRNDtex,0.0,crn__D_e --> crn__D_p,,,,
SHGO,0.0,S2hglut_c + o2_c --> akg_c + h2o2_c,,,,
NADHXD,0.0,adp_c + nadhx__S_c --> amp_c + h_c + nadh_c + pi_c,,,,
NADPHHR,0.0,h2o_c + nadph_c --> nadphx__R_c,,,,
NADPHHS,0.0,h2o_c + nadph_c --> nadphx__S_c,,,,
NADHHS,0.0,h2o_c + nadh_c --> nadhx__S_c,,,,
NADHXE,0.0,nadhx__S_c --> nadhx__R_c,,,,
SELabcpp,0.0,atp_c + h2o_c + sel_p --> adp_c + h_c + pi_c + sel_c,,,,
PYK2,0.0,h_c + pep_c + udp_c --> pyr_c + utp_c,1540743.0,205.4286,7500.138734333973,
PYK3,0.0,gdp_c + h_c + pep_c --> gtp_c + pyr_c,1452685.846,205.4286,7071.48783567624,
PYK4,0.0,cdp_c + h_c + pep_c --> ctp_c + pyr_c,1540743.0,205.4286,7500.138734333973,
NADPHXD,0.0,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c,,,,
NADHHR,0.0,h2o_c + nadh_c --> nadhx__R_c,,,,
NADPHXE,0.0,nadphx__R_c --> nadphx__S_c,,,,
ALAtpp,0.0,ala__L_c --> ala__L_p,,,,
DHBSZ3FEabcpp,0.0,atp_c + fe3dhbzs3_p + h2o_c --> adp_c + fe3dhbzs3_c + h_c + pi_c,,,,
FE3DHBZS3R,0.0,2.0 fe3dhbzs3_c + nadph_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 3.0 h_c + nadp_c,,,,
DXYLONtpp,0.0,dxylnt_p --> dxylnt_c,,,,
DXYLTD,0.0,dxylnt_c --> 2ddara_c + h2o_c,,,,
2DDARAA,0.0,2ddara_c --> gcald_c + pyr_c,,,,
2DGLCptspp,0.0,2dglc_p + pep_c --> 2doxg6p_c + pyr_c,,,,
GNP,0.0,6pgc_c + h2o_c --> glcn_c + pi_c,,,,
ALLTAMH2,0.0,alltt_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + urdgci_c,,,,
UGCIAMH,0.0,h2o_c + urdgci_c --> nh4_c + urdglyc_c,,,,
METGLCUR,0.0,h2o_c + metglcur_c --> glcur_c + meoh_c,,,,
ACOAD1fr,0.26622125650115314,b2coa_c + fadh2_c --> btcoa_c + fad_c,,,,
23DOGULNt4pp,0.0,23doguln_p + na1_p --> 23doguln_c + na1_c,,,,
FE3DCITexs,0.0,2.0 cit_e + fe3_e --> fe3dcit_e,,,,
FEENTERES,0.0,feenter_c + h2o_c --> fe3dhbzs3_c,,,,
FEENTERR4,0.0,2.0 feenter_c + nadph_c --> 2.0 enter_c + 2.0 fe2_c + h_c + nadp_c,,,,
DXYLONtex,0.0,dxylnt_e --> dxylnt_p,,,,
PSURItex,0.0,psuri_e --> psuri_p,,,,
ALR2x,0.0,h_c + mthgxl_c + nadh_c --> acetol_c + nad_c,,,,
OMPHHXy,0.0,2omph_c + h_c + nadph_c + o2_c --> 2ombzl_c + h2o_c + nadp_c,,,,
CHLt3pp,0.0,chol_c + h_p --> chol_p + h_c,,,,
GLYBt3pp,0.0,glyb_c + h_p --> glyb_p + h_c,,,,
AI2tpp,0.0,mththf_c --> mththf_p,,,,
Ftpp,0.0,f_c --> f_p,,,,
SQVOSI,0.0,sq_c --> sf_c,,,,
6D6SPA,0.0,sfp_c --> dhap_c + sla_c,,,,
DHPStr,0.0,dhps_c --> dhps_p,,,,
SQtr,0.0,sq_p --> sq_c,,,,
DHPStex,0.0,dhps_e --> dhps_p,,,,
FMNtex,0.0,fmn_p --> fmn_e,,,,
EX_dxylnt_e,0.0,dxylnt_e --> ,,,,
AI2K,0.00033513297435214386,atp_c + dhptd_c --> adp_c + dhptdp_c + h_c,,,,
CLBtex,0.0,cellb_e --> cellb_p,,,,
ACOXT,0.0,accoa_c + oxa_c --> ac_c + oxalcoa_c,,,,
EX_mththf_e,0.0,mththf_e --> ,,,,
2HESR,0.0,dtgcl_c + 2.0 gthrd_c --> gthox_c + 2.0 mercpeth_c,,,,
CHOLID,0.0,cholate_c + nad_c --> dhcholn_c + h_c + nadh_c,,,,
CHOLATEtpp,0.0,cholate_c + h_p --> cholate_p + h_c,,,,
4ABZGLUH,0.0,4abzglu_c + h2o_c --> 4abz_c + glu__L_c,,,,
4ABZGLUtr,0.0,4abzglu_p + h_p --> 4abzglu_c + h_c,,,,
PHDA,0.0,5phdt_c + h2o_c --> 5phua_c,,,,
TEO2M,0.0,amet_c + teo2_c --> ahcys_c + mteo2_c,,,,
PACOAT,0.0,h2o_c + phaccoa_c --> coa_c + h_c + pac_c,,,,
CYSItpp,0.0,cysi__L_c --> cysi__L_p,,,,
DHPTDNR,0.0,dhptdn_c + 3.0 h_c + nadph_c --> nadp_c + thptdn_c,323785.1613,47.8104,6772.274678730988,
DHPTDNRN,0.0,dhptdn_c + 3.0 h_c + nadh_c --> nad_c + thptdn_c,323785.1613,47.8104,6772.274678730988,
PCNO,0.0,nadp_c + ppcoa_c --> h_c + nadph_c + prpncoa_c,134400.0,69.44800000000001,1935.2609146411703,
HPACOAT,0.0,34dphacoa_c + h2o_c --> 34dhpha_c + coa_c + h_c,,,,
PUACGAMtr,0.0,puacgam_c --> puacgam_p,,,,
DC6PDA,0.0,chtbs6p_c + h2o_c --> ac_c + mchtbs6p_c,,,,
5DGLCNR,0.0,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c,,,,
PIt2rpp,0.7215876737904803,h_p + pi_p --> h_c + pi_c,,,,
LEUt2rpp,0.0,h_p + leu__L_p --> h_c + leu__L_c,,,,
LCTStpp,0.0,h_p + lcts_p --> h_c + lcts_c,,,,
ILEt3pp,0.0,h_p + ile__L_c --> h_c + ile__L_p,,,,
METt3pp,0.0,h_p + met__L_c --> h_c + met__L_p,,,,
GSNt3pp,0.0,gsn_c + h_p --> gsn_p + h_c,,,,
CLtipp,0.0,cl_p --> cl_c,,,,
5DKGR,0.0,glcn_c + nad_c --> 5dglcn_c + h_c + nadh_c,,,,
PItpp,0.0,pi_c --> pi_p,,,,
LEUt3pp,0.0,h_p + leu__L_c --> h_c + leu__L_p,,,,
INSt3pp,0.0,h_p + ins_c --> h_c + ins_p,,,,
INDOLEt2rpp,0.0,h_p + indole_p --> h_c + indole_c,,,,
ILEt2rpp,0.0,h_p + ile__L_p --> h_c + ile__L_c,,,,
GLYtpp,0.0,gly_c --> gly_p,,,,
PYK6,0.019573860283267314,dtdp_c + h_c + pep_c --> dttp_c + pyr_c,,,,
FADt,0.0,fad_c --> fad_p,,,,
FADtex,0.0,fad_p --> fad_e,,,,
AI2abcpp,0.0,atp_c + h2o_c + mththf_p --> adp_c + h_c + mththf_c + pi_c,,,,
PAI2I,0.00033513297435214386,dhptdp_c --> dhptdd_c,,,,
4HBZt3pp,0.0,4hbz_c + h_p --> 4hbz_p + h_c,,,,
CURR,0.0,cur_c + h_c + nadph_c --> dhcur_c + nadp_c,,,,
LKDRA,0.0,lkdr_c --> lald__L_c + pyr_c,,,,
METNA,0.0,accoa_c + met__L_c --> acmet_c + coa_c + h_c,,,,
XYHDL,0.0,h2o_c + iprimv_c --> glc__D_c + xyl__D_c,,,,
2DGLCtex,0.0,2dglc_e --> 2dglc_p,,,,
E4PP,0.0,e4p_c + h2o_c --> erthrs_c + pi_c,,,,
PUACGAMS,0.0,puacgam_c + udp_c --> uacgam_c,,,,
RU5PP,0.0,h2o_c + ru5p__D_c --> pi_c + rbl__D_c,,,,
6D6SFK,0.0,atp_c + sf_c --> adp_c + h_c + sfp_c,,,,
3SLAR,0.0,h_c + nadh_c + sla_c --> dhps_c + nad_c,,,,
SQtex,0.0,sq_e --> sq_p,,,,
EX_dhps_e,-0.0,dhps_e --> ,,,,
MOX,0.0029204444907848202,mal__L_c + o2_c --> h2o2_c + oaa_c,,,,
URATEtex,0.0,urate_e --> urate_p,,,,
EX_cs1_e,-0.0,cs1_e --> ,,,,
CBL1tonex,0.0,cbl1_e + h_p --> cbl1_p + h_c,,,,
CBItonex,0.0,cbi_e + h_p --> cbi_p + h_c,,,,
ARHGDx,0.0,nad_c + r2hglut_c --> akg_c + h_c + nadh_c,,,,
CPL,0.0,prpmn_c --> ch4_c + prcp_c,,,,
EX_mepn_e,-0.0,mepn_e --> ,,,,
CH4t2pp,0.0,ch4_c --> ch4_p,,,,
INOSTO,0.0,inost_c + o2_c --> glcur_c + h2o_c + h_c,6862.200001,61.164,112.19344714210972,
HPYRP,0.0,3php_c + h2o_c --> hpyr_c + pi_c,,,,
PSURIK,0.0,atp_c + psuri_c --> adp_c + h_c + psd5p_c,,,,
Ftex,0.0,f_p --> f_e,,,,
CYSItex,0.0,cysi__L_e --> cysi__L_p,,,,
SERtpp,0.0,ser__L_c --> ser__L_p,,,,
QUINDHyi,0.0,nadp_c + quin_c --> 3dhq_c + 2.0 h_c + nadph_c,,,,
DHGLYH,0.0,dhgly_c + h2o_c + h_c --> glx_c + nh4_c,,,,
PNSPA,0.0,gmplys_c + h2o_c --> gmp_c + nalme_c,,,,
4HTHRK,0.00016681842250128456,4hthr_c + atp_c --> adp_c + h_c + phthr_c,,,,
EX_sq_e,0.0,sq_e --> ,,,,
URATEtpp,0.0,h_p + urate_p --> h_c + urate_c,,,,
CS1tex,0.0,cs1_e --> cs1_p,,,,
ADOCBLtonex,0.0,adocbl_e + h_p --> adocbl_p + h_c,,,,
PETNT181pp,0.0,lipa_p + pe181_p --> 12dgr181_p + enlipa_p,,,,
ARMEPNS,0.0,atp_c + mepn_c --> ade_c + rpntp_c,,,,
RPNTPH,0.0,h2o_c + rpntp_c --> h_c + ppi_c + prpmn_c,,,,
PRCPD,0.0,h2o_c + prcp_c --> h_c + r15bp_c,,,,
MEPNtex,0.0,mepn_e --> mepn_p,,,,
UDPGPT,0.0,udcpp_c + udpg_c --> udcpgl_c + ump_c,,,,
MEPNabcpp,0.0,atp_c + h2o_c + mepn_p --> adp_c + h_c + mepn_c + pi_c,,,,
OMMBLHXy,0.0,2ommbl_c + h_c + nadph_c + o2_c --> 2omhmbl_c + h2o_c + nadp_c,,,,
OPHHXy,0.0001668184225012137,2oph_c + h_c + nadph_c + o2_c --> 2ohph_c + h2o_c + nadp_c,,,,
PROD3,0.0,pro__L_c + q8_c --> 1pyr5c_c + h_c + q8h2_c,,,,
F1PP,0.0,f1p_c + h2o_c --> fru_c + pi_c,,,,
ACP1p,0.0,fmn_p + h2o_p --> pi_p + ribflv_p,,,,
EX_4abzglu_e,0.0,4abzglu_e --> ,,,,
3HPADHi,0.0,3hppnl_c + h2o_c + nad_c --> 3hpp_c + 2.0 h_c + nadh_c,,,,
4ABZGLUtex,0.0,4abzglu_e --> 4abzglu_p,,,,
2HPTCOAT,0.0,2hptcoa_c + h2o_c --> 2hptcl_c + coa_c,,,,
EX_metglcur_e,0.0,metglcur_e --> ,,,,
MC6PH,0.0,h2o_c + mchtbs6p_c --> acgam6p_c + gam_c,,,,
SLNTabcpp,0.0,atp_c + h2o_c + slnt_p --> adp_c + h_c + pi_c + slnt_c,,,,
VALt2rpp,0.0,h_p + val__L_p --> h_c + val__L_c,,,,
VALt3pp,0.0,h_p + val__L_c --> h_c + val__L_p,,,,
MN2tipp,0.0,mn2_c --> mn2_p,,,,
PSURItpp,0.0,psuri_p --> psuri_c,,,,
CYSTA,0.0,akg_c + cys__L_c --> glu__L_c + mercppyr_c,581166.0,87.1467,6668.823948583251,
FE3DCITR5,0.0,2.0 fe3dcit_c + nadph_c --> 4.0 cit_c + 2.0 fe2_c + h_c + nadp_c,,,,
4HTHRA,0.0,4hthr_c --> gcald_c + gly_c,,,,
GAPP,0.0,g3p_c + h2o_c --> glyald_c + pi_c,,,,
METGLCURt2pp,0.0,h_p + metglcur_p --> h_c + metglcur_c,,,,
METGLCURtex,0.0,metglcur_e --> metglcur_p,,,,
FMNt,0.0,fmn_c --> fmn_p,,,,
AI2tex,0.0,mththf_e --> mththf_p,,,,
PAI2T,0.00033513297435214386,coa_c + dhptdd_c --> accoa_c + dhap_c,,,,
CUt2pp,0.0,cu_c --> cu_p,,,,
DHCURR,0.0,dhcur_c + h_c + nadph_c --> nadp_c + thcur_c,,,,
RHMND,0.0,rhmn_c --> h2o_c + lkdr_c,,,,
3HBZCT,0.0,3hbzcoa_c + h2o_c --> 3hbz_c + coa_c,,,,
CXSAMS,0.0,amet_c + pphn_c --> cxsam_c + h2o_c + phpyr_c,,,,
EX_2dglc_e,0.0,2dglc_e --> ,,,,
THRt2rpp,0.0,h_p + thr__L_p --> h_c + thr__L_c,,,,
SERt2rpp,0.0,h_p + ser__L_p --> h_c + ser__L_c,,,,
ACOAD1f,0.0,btcoa_c + fad_c --> b2coa_c + fadh2_c,2792.772,89.2244,31.30054110758941,
AMPNTAT,0.0,accoa_c + ampnt_c --> acampnt_c + coa_c,,,,
SQGH,0.0,h2o_c + sqg_c --> glyc_c + sq_c,,,,
URAtpp,0.0,ura_c --> ura_p,,,,
ASPtpp,0.0,asp__L_p --> asp__L_c,,,,
FUMt1pp,0.0,fum_p --> fum_c,,,,
SUCCt1pp,0.0,succ_p --> succ_c,,,,
QUINDH,0.0,nad_c + quin_c --> 3dhq_c + 2.0 h_c + nadh_c,81180237.31,62.4556,1299807.1799806585,
LCARSyi,0.0,h_c + lald__L_c + nadph_c --> 12ppd__S_c + nadp_c,,,,
BIOMASS_Ec_iML1515_core_75p37M,0.7480646748936527,0.000223 10fthf_c + 2.6e-05 2fe2s_c + 0.000223 2ohph_c + 0.00026 4fe4s_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 2.5e-05 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 70.028756 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.019456 kdo2lipid4_e + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 7e-06 mobd_c + 0.013894 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.013013 nh4_c + 0.000323 ni2_c + 0.063814 pe160_p + 0.075214 pe161_p + 0.185265 phe__L_c + 0.000223 pheme_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.000223 sheme_c + 0.004338 so4_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 5.5e-05 udcpdp_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.773903 ppi_c,,,,
BIOMASS_Ec_iML1515_WT_75p37M,0.0,0.000223 10fthf_c + 0.000223 2dmmql8_c + 2.5e-05 2fe2s_c + 0.000248 4fe4s_c + 0.000223 5mthf_c + 0.000279 accoa_c + 0.000223 adocbl_c + 0.499149 ala__L_c + 0.000223 amet_c + 0.28742 arg__L_c + 0.234232 asn__L_c + 0.234232 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.004952 ca2_c + 0.000223 chor_c + 0.004952 cl_c + 0.002944 clpn160_p + 0.00229 clpn161_p + 0.00118 clpn181_p + 0.000168 coa_c + 2.4e-05 cobalt2_c + 0.008151 colipa_e + 0.129799 ctp_c + 0.000674 cu2_c + 0.088988 cys__L_c + 0.024805 datp_c + 0.025612 dctp_c + 0.025612 dgtp_c + 0.024805 dttp_c + 0.000223 enter_c + 0.000223 fad_c + 0.006388 fe2_c + 0.007428 fe3_c + 0.255712 gln__L_c + 0.255712 glu__L_c + 0.595297 gly_c + 0.154187 glycogen_c + 0.000223 gthrd_c + 0.209121 gtp_c + 70.028756 h2o_c + 0.000223 hemeO_c + 0.092056 his__L_c + 0.282306 ile__L_c + 0.18569 k_c + 0.437778 leu__L_c + 3e-06 lipopb_c + 0.333448 lys__L_c + 3.1e-05 malcoa_c + 0.149336 met__L_c + 0.008253 mg2_c + 0.000223 mlthf_c + 0.000658 mn2_c + 7e-06 mobd_c + 7e-06 mococdp_c + 7e-06 mocogdp_c + 0.000223 mql8_c + 0.001345 murein3p3p_p + 0.000605 murein3px4p_p + 0.005381 murein4p4p_p + 0.005448 murein4px4p_p + 0.000673 murein4px4px4p_p + 0.001787 nad_c + 4.5e-05 nadh_c + 0.000112 nadp_c + 0.000335 nadph_c + 0.012379 nh4_c + 0.000307 ni2_c + 0.044164 pe160_p + 0.03435 pe161_p + 0.017704 pe181_p + 0.010599 pg160_p + 0.008244 pg161_p + 0.004249 pg181_p + 0.180021 phe__L_c + 0.000223 pheme_c + 0.214798 pro__L_c + 0.03327 ptrc_c + 0.000223 pydx5p_c + 0.000223 q8h2_c + 0.000223 ribflv_c + 0.209684 ser__L_c + 0.000223 sheme_c + 0.004126 so4_c + 0.006744 spmd_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.246506 thr__L_c + 0.055234 trp__L_c + 0.133993 tyr__L_c + 5.5e-05 udcpdp_c + 0.140101 utp_c + 0.411184 val__L_c + 0.000324 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.749831 ppi_c,,,,
GTHOr_reverse,0.0,2.0 gthrd_c + nadp_c --> gthox_c + h_c + nadph_c,841320.0,97.545,8624.942334307243,
SHK3Dr_reverse,0.0,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c,272632.1054,29.4136,9268.913203416108,
MAN6PI_reverse,0.0,f6p_c --> man6p_c,61907781.6,42.85,1444755.6966161027,
EX_pi_e_reverse,0.7215876737904803, --> pi_e,,,,
EX_h_e_reverse,0.0, --> h_e,,,,
TMDPP_reverse,0.0,2dr1p_c + thym_c --> pi_c + thymd_c,518695.9999,94.4142,5493.8346128018875,
HCO3E_reverse,0.0,h_c + hco3_c --> co2_c + h2o_c,10142154781.0,47.5285,213391013.41300482,
IMPC_reverse,0.4058490241994037,fprica_c --> h2o_c + imp_c,30960.0,57.3292,540.0389330393587,
ECOAH4_reverse,0.0,dc2coa_c + h2o_c --> 3hdcoa_c,4002840.0,77.0722,51936.23641209152,
NDPK5_reverse,0.0,adp_c + dgtp_c --> atp_c + dgdp_c,701471.8001,23.586,29741.024340710585,
DHORTS_reverse,0.24745605413144584,cbasp_c + h_c --> dhor__S_c + h2o_c,234949.0909,77.6548,3025.557865064362,
ICDHyr_reverse,0.0,akg_c + co2_c + nadph_c --> icit_c + nadp_c,286973.2443,91.5134,3135.860369082561,
ACALD_reverse,0.0,accoa_c + h_c + nadh_c --> acald_c + coa_c + nad_c,31756.68,33.4425,949.5904911415117,
ALAR_reverse,0.0,ala__D_c --> ala__L_c,17982.0,77.6892,231.46074357825802,
ALATA_L_reverse,0.7518094866561702,glu__L_c + pyr_c --> akg_c + ala__L_c,163772.1818,91.0347,1799.0083100180484,
PPM_reverse,0.6982016759239441,r5p_c --> r1p_c,292975.7143,44.37,6603.013619562767,
ASPTA_reverse,2.190200960641161,glu__L_c + oaa_c --> akg_c + asp__L_c,1057800.0,87.0756,12148.064440555105,
A5PISO_reverse,0.0,ara5p_c --> ru5p__D_c,424938.4614,136.1257,3121.662268036087,
IPPMIb_reverse,0.33702632604451227,3c3hmp_c --> 2ippm_c + h2o_c,207000000000.0,72.3693,2860328896.3690405,gene-GO or gene-kcat
PSCVT_reverse,0.0,3psme_c + pi_c --> pep_c + skm5p_c,112500.0437,46.0958,2440.5703708363885,
EX_fe3_e_reverse,0.0, --> fe3_e,,,,
EX_mn2_e_reverse,0.000516912690351514, --> mn2_e,,,,
ECOAH6_reverse,0.0,h2o_c + td2coa_c --> 3htdcoa_c,4002840.0,77.0722,51936.23641209152,
ENO_reverse,0.0,h2o_c + pep_c --> 2pg_c,234341.3332,91.3099,2566.439490131957,
