,reaction,ECMpy_fluxes,model_gecko_adj_subunit_fluxes,model_smoment_adj_subunit_fluxes,model_ori_fluxes
4PCP,4PCP,0.0,0.0,0.0,
4PCPpp,4PCPpp,0.0,0.0,0.0,
FALDH2,FALDH2,0.0,0.0,0.0,
GLYBabcpp,GLYBabcpp,0.0,0.0,0.0,
GLYC3Pt6pp,GLYC3Pt6pp,0.0,0.0,0.0,
GLYCLTt4pp,GLYCLTt4pp,0.003140136688275325,0.0,0.0,
GLYCtpp,GLYCtpp,0.0,0.0,0.0,
H2Otpp,H2Otpp,0.0,45.14403172299224,45.25493368349152,
HCINNMt2rpp,HCINNMt2rpp,0.0,0.0,0.0,
HISabcpp,HISabcpp,0.0,0.0,0.0,
HISt2rpp,HISt2rpp,0.0,0.0,0.0,
CBIAT,CBIAT,0.0,0.0,0.0,
LYSabcpp,LYSabcpp,0.0,0.0,0.0,
COBALT2tex,COBALT2tex,0.0,1.3584697789186781e-05,1.3584721788442506e-05,
PPDOy,PPDOy,0.0,0.0,0.0,
FALGTHLs,FALGTHLs,0.0,0.0,0.0,
NTD12pp,NTD12pp,0.0,0.0,0.0,
PPA2,PPA2,0.0,0.0,0.0,
DIMPtex,DIMPtex,0.0,0.0,0.0,
3NTD7pp,3NTD7pp,0.0,0.0,0.0,
3NTD4pp,3NTD4pp,0.0,0.0,0.0,
3NTD2pp,3NTD2pp,0.0,0.0,0.0,
3NTD9pp,3NTD9pp,0.0,0.0,0.0,
23PDE7pp,23PDE7pp,0.0,0.0,0.0,
GALTptspp,GALTptspp,0.0,0.0,0.0,
GALURt2rpp,GALURt2rpp,0.0,0.0,0.0,
GLCNt2rpp,GLCNt2rpp,0.0,0.0,0.0,
GLCptspp,GLCptspp,0.0,6.203076967922335,6.203070260130277,
GLCRt2rpp,GLCRt2rpp,0.0,0.0,0.0,
GLCt2pp,GLCt2pp,4.21550530438499,3.7969230320776646,3.7969297398697233,
GLCURt2rpp,GLCURt2rpp,0.0,0.0,0.0,
ACMUMptspp,ACMUMptspp,0.0,0.0,0.0,
EX_h2o_e,EX_h2o_e,48.27599041606885,45.14403172299224,45.25493368349152,
EX_ala__D_e,EX_ala__D_e,0.0,0.0,0.0,
HSTPT,HSTPT,0.0571547107730697,0.05147948396607909,0.05147957491173864,
THDPS,THDPS,0.2237906944051957,0.20156920240804188,0.20156955850803834,
ACONMT,ACONMT,0.0,0.0,0.0,
XTSNtex,XTSNtex,0.0,0.0,0.0,
EX_hdca_e,EX_hdca_e,0.0,0.0,0.0,
EX_glcr_e,EX_glcr_e,-0.0,0.0,-0.0,
GNK,GNK,0.0,0.0,0.0,
HMBS,HMBS,0.00026906838865913446,0.00024235100855909218,0.00024235143670581428,
RMK,RMK,0.0,0.0,0.0,
FHL,FHL,0.0,0.0,0.0,
HYPOE,HYPOE,0.0,0.0,0.0,
MEPCT,MEPCT,0.0014412654271451185,0.0012981537207346905,0.0012981560141035742,
GLUDy,GLUDy,0.0,4.617234464689781,4.6172426216759686,
ZN2abcpp,ZN2abcpp,0.0,0.0,0.0,
GLYCLTDy,GLYCLTDy,0.0,0.0,0.0,
LYSDC,LYSDC,0.0,0.0,0.0,
DAAD,DAAD,0.0,0.0,0.0,
UREAtpp,UREAtpp,0.0,0.0,0.0,
XANt2pp,XANt2pp,0.0,0.0,0.0,
GLYC3Pabcpp,GLYC3Pabcpp,0.0,0.0,0.0,
PPPNt2rpp,PPPNt2rpp,0.0,0.0,0.0,
PTRCORNt7pp,PTRCORNt7pp,0.0,0.0,0.0,
SPMDabcpp,SPMDabcpp,0.0,0.0,0.0,
HG2tex,HG2tex,0.0,0.0,0.0,
NTPP5,NTPP5,0.0,0.0,0.0,
ATPM,ATPM,6.86,6.86,6.86,
NADPPPS,NADPPPS,0.0,0.0,0.0,
EX_mnl_e,EX_mnl_e,0.0,0.0,0.0,
NTD3,NTD3,0.0,0.0,0.0,
GLYOX,GLYOX,0.0,0.0,0.0,
DADNtex,DADNtex,0.0,0.0,0.0,
DHAtex,DHAtex,0.0,0.7700623378568032,0.7330994073280976,
ETOHtex,ETOHtex,0.0,0.0,0.0,
MTRPOX,MTRPOX,0.0,0.0,0.0,
AGM4PCPpp,AGM4PCPpp,0.0,0.0,0.0,
GTPDPDP,GTPDPDP,0.0,0.0,0.0,
RNDR2,RNDR2,0.0,0.0,0.0,
EX_asn__L_e,EX_asn__L_e,0.0,0.0,0.0,
EX_mal__L_e,EX_mal__L_e,0.0,0.0,0.0,
NMNN,NMNN,0.0,0.0,0.0,
XAND,XAND,0.0,0.13216715495473297,0.0,
EX_no2_e,EX_no2_e,0.0,-0.0,-0.0,
HACD3,HACD3,0.0,0.0,0.0,
ACACtex,ACACtex,0.0,0.0,0.0,
ACNAMtex,ACNAMtex,0.0,0.0,0.0,
ARBTNabcpp,ARBTNabcpp,0.0,0.0,0.0,
NNDMBRT,NNDMBRT,0.0,0.0,0.0,
THRA2,THRA2,0.0,0.0,0.0,
ASO3t8pp,ASO3t8pp,0.0,0.0,0.0,
H2Stex,H2Stex,0.0,0.0,0.0,
PPK,PPK,0.0,0.0,0.0,
OMCDC,OMCDC,0.2718019063026648,0.2448130991864044,0.24481353168275163,
ABUTD,ABUTD,0.0,0.0,0.0,
E4PD,E4PD,0.0,0.0,0.0,
IG3PS,IG3PS,0.0571547107730697,0.05147948396607909,0.05147957491173864,
EX_nh4_e,EX_nh4_e,0.0,-5.868543256956111,-5.868553624553179,
DADK,DADK,0.0,0.0,0.0,
DUTPDP,DUTPDP,0.015785747662903388,0.014218288094074452,0.014218313212655459,
EX_ddca_e,EX_ddca_e,0.0,0.0,0.0,
NTP5,NTP5,0.0,0.0,0.0,
FORt2pp,FORt2pp,0.0,0.0,0.0,
EX_r5p_e,EX_r5p_e,0.0,0.0,-0.0,
EX_glyc2p_e,EX_glyc2p_e,0.0,0.0,0.0,
MTAN,MTAN,0.0,0.0,0.0,
DPR,DPR,0.0,0.0012378376625497012,0.00036624409941651836,
THRD_L,THRD_L,0.17527392351737595,0.15786994655978584,0.1578702254589765,
EX_malt_e,EX_malt_e,-0.0,-0.0,-0.0,
4PEPTtex,4PEPTtex,0.0,0.0,0.0,
NAMNPP,NAMNPP,0.0,0.0,0.0,
EX_pnto__R_e,EX_pnto__R_e,0.0,0.0,0.0,
SELNPS,SELNPS,0.0,0.0,0.0,
CRNCAR,CRNCAR,0.0,0.0,0.0,
GALabcpp,GALabcpp,0.0,0.0,0.0,
GLYCLTt2rpp,GLYCLTt2rpp,0.0,0.0,0.0,
GUAt2pp,GUAt2pp,0.0,0.0,0.0,
HPPPNt2rpp,HPPPNt2rpp,0.0,0.0,0.0,
ANHMK,ANHMK,0.0,0.0,0.0,
DHFR,DHFR,0.01618935024589199,0.01458181460691307,0.014581840367714179,
EX_cit_e,EX_cit_e,0.0,0.0,0.0,
PRAIi,PRAIi,0.03429294712231207,0.030887799057229767,0.030887853624817493,
TYRTA,TYRTA,0.0,0.07505219495778756,0.0750523275479156,
SHKK,SHKK,0.2299261776174454,0.20709545746868302,0.20709582333157678,
EX_gam_e,EX_gam_e,0.0,0.0,0.0,
EX_inost_e,EX_inost_e,-0.0,-0.0,-0.0,
EX_mobd_e,EX_mobd_e,0.0,-3.8037153809722985e-06,-3.8037221007639016e-06,
EX_so4_e,EX_so4_e,0.0,-0.13683594389092046,-0.13683618563062375,
SADH,SADH,0.0,0.0,0.0,
GLUSy,GLUSy,0.0,0.0,0.0,
GUAPRT,GUAPRT,0.0,0.0,0.0,
EX_phe__L_e,EX_phe__L_e,0.0,0.0,0.0,
EX_thr__L_e,EX_thr__L_e,0.0,0.0,0.0,
EX_uri_e,EX_uri_e,0.0,0.0,0.0,
PDH,PDH,0.0,0.05147948396607909,0.0,12.84
DMSOR2pp,DMSOR2pp,0.0,0.0,0.0,
H2St1pp,H2St1pp,0.0,0.0,0.0,
HYD3pp,HYD3pp,0.0,0.0,0.0,
NO3R1pp,NO3R1pp,0.0,0.0,0.0,
EX_halipa_e,EX_halipa_e,-0.0,-0.0,-0.0,
AACPS5,AACPS5,0.0,0.0,0.0,
MANptspp,MANptspp,0.0,0.0,0.0,
EX_cmp_e,EX_cmp_e,0.0,0.0,0.0,
NTD8,NTD8,0.0,0.0,0.0,
GALCTD,GALCTD,0.0,0.0,0.0,
EX_malthx_e,EX_malthx_e,0.0,0.0,0.0,
MLTG4,MLTG4,0.0,0.0,0.0,
UDPGDC,UDPGDC,0.0,0.0,0.0,
PUNP4,PUNP4,0.0,0.0,0.0,
AMAOTr,AMAOTr,1.2065847025073295e-06,1.0867758231349425e-06,1.0867777430754003e-06,
EX_csn_e,EX_csn_e,0.0,0.0,0.0,
EX_etoh_e,EX_etoh_e,0.0,0.0,0.0,
EX_his__L_e,EX_his__L_e,0.0,0.0,0.0,
EX_k_e,EX_k_e,0.0,-0.10606551662258942,-0.10606570400205832,
EX_na1_e,EX_na1_e,0.0,0.0,0.0,
ARGORNt7pp,ARGORNt7pp,0.0,0.0,0.0,
EX_dmso_e,EX_dmso_e,-0.0,0.0,-0.0,
EX_12ppd__S_e,EX_12ppd__S_e,0.0,0.0,0.0,
EX_pppn_e,EX_pppn_e,0.0,0.0,0.0,
EX_acgam1p_e,EX_acgam1p_e,0.0,0.0,0.0,
NTD11pp,NTD11pp,0.0,0.0,0.0,
EX_galt_e,EX_galt_e,0.0,0.0,-0.0,
DKGLCNR2x,DKGLCNR2x,0.0,0.0,0.0,
ACGS,ACGS,0.178449051162024,0.16072979713836547,0.16073008108987943,
PDE1,PDE1,0.0,0.0,0.0,
MCITD,MCITD,0.0,0.0,0.0,
CU2tex,CU2tex,0.0,0.0003852620293013371,0.00038526270992022947,
GLCATr,GLCATr,0.0,0.0,0.0,
FECRMUtex,FECRMUtex,0.0,0.0,0.0,
ALAALAr,ALAALAr,0.0,0.01509966328663689,0.015099689962289614,
CLtex,CLtex,0.0,0.002828334079708688,0.00282833907635373,
CELBpts,CELBpts,0.0,0.0,0.0,
ACACT1r,ACACT1r,0.0,0.0,0.0,
MALTptspp,MALTptspp,0.0,0.0,0.0,
EX_glcur1p_e,EX_glcur1p_e,0.0,-0.0,0.0,
EX_thrp_e,EX_thrp_e,0.0,0.0,0.0,
EX_pydxn_e,EX_pydxn_e,0.0,0.0,0.0,
CD2abcpp,CD2abcpp,0.0,0.0,0.0,
G2PPpp,G2PPpp,0.0,0.0,0.0,
Kt3pp,Kt3pp,0.0,0.0,0.0,
AGM3PApp,AGM3PApp,0.0,0.0,0.0,
SUCOAS,SUCOAS,0.0,0.0,0.0,
NTP1,NTP1,0.0,0.0,0.0,
GALKr,GALKr,0.0,0.0,0.0,
PANTS,PANTS,0.00040661904474514904,0.00036624345239638645,0.00036624409941651836,
YUMPS,YUMPS,0.0,0.0,0.0,
DHQS,DHQS,0.2299261776174454,0.20709545746868302,0.20709582333157678,
PGCD,PGCD,1.0033837727580728,0.9037519067607682,0.9037535033640919,0.88
EX_cys__L_e,EX_cys__L_e,0.0,0.0,0.0,
EX_gsn_e,EX_gsn_e,0.0,0.0,0.0,
EX_orot_e,EX_orot_e,0.0,0.0,0.0,
ADSL1r,ADSL1r,0.18056781389962945,0.16263817548377185,0.1626384628067394,
SERD_D,SERD_D,0.0,0.0,0.0,
AICART,AICART,0.3273054059103558,0.2948053304385048,0.29480585125311115,
FRUpts2pp,FRUpts2pp,0.0,0.0,0.0,
G6Pt6_2pp,G6Pt6_2pp,0.0,0.0,0.0,
PROtex,PROtex,0.0,0.0,0.0,
SBTtex,SBTtex,0.0,0.0,0.0,
PFK,PFK,0.0,0.0,0.0,8.45
PGM,PGM,0.0,8.261818899296685,8.261815828558237,
TPI,TPI,0.0,0.07654053444756988,0.0765406696670576,8.4
RPI,RPI,0.0,9.156965012722978,9.19392781433536,
PERD,PERD,0.0,0.0,0.0,
PYDAMK,PYDAMK,0.0,0.0,0.0,
AKGtex,AKGtex,0.0,0.0,0.0,
ALLTNtex,ALLTNtex,0.0,0.0,0.0,
ASNtex,ASNtex,0.0,0.0,0.0,
FE3HOXabcpp,FE3HOXabcpp,0.0,0.0,0.0,
FADRx2,FADRx2,0.0,0.0,0.0,
EX_o2_e,EX_o2_e,0.0,-28.59799255085577,-28.59804584680564,
EX_gal_bD_e,EX_gal_bD_e,0.0,0.0,0.0,
PDE4,PDE4,0.0,0.0,0.0,
AGM4PH,AGM4PH,0.0,0.0,0.0,
AM4PA,AM4PA,0.0,0.0,0.0,
EX_dump_e,EX_dump_e,0.0,0.0,0.0,
EX_o2s_e,EX_o2s_e,0.0,0.0,0.0,
EX_gal1p_e,EX_gal1p_e,0.0,0.0,0.0,
EX_dcmp_e,EX_dcmp_e,0.0,0.0,0.0,
EX_23ccmp_e,EX_23ccmp_e,0.0,0.0,0.0,
EX_3cmp_e,EX_3cmp_e,0.0,0.0,0.0,
ATHRDHr,ATHRDHr,0.0,0.0,0.0,
LSERDHr,LSERDHr,0.0,0.0,0.0,
DSERDHr,DSERDHr,0.0,0.0,0.0,
EX_skm_e,EX_skm_e,0.0,0.0,0.0,
EX_ag_e,EX_ag_e,-0.0,0.0,-0.0,
EX_cys__D_e,EX_cys__D_e,0.0,0.0,0.0,
EX_acser_e,EX_acser_e,-0.0,-0.0,-0.0,
EX_cu_e,EX_cu_e,0.0,0.0,-0.0,
EX_arbtn_e,EX_arbtn_e,-0.0,-0.0,0.0,
EX_dopa_e,EX_dopa_e,-0.0,0.0,-0.0,
EX_hom__L_e,EX_hom__L_e,-0.0,-0.0,-0.0,
OBTFL,OBTFL,0.0,0.0,0.0,
THRt2pp,THRt2pp,0.0,0.0,0.0,
EX_LalaDgluMdapDala_e,EX_LalaDgluMdapDala_e,0.0,0.0,0.0,
EX_LalaDgluMdap_e,EX_LalaDgluMdap_e,0.0,0.0,0.0,
EX_anhgm_e,EX_anhgm_e,0.0,0.0,0.0,
EX_fald_e,EX_fald_e,0.0,0.0,0.0,
G6PP,G6PP,0.0,0.0,0.0,
MMCD,MMCD,0.0,0.0,0.0,
GLNS,GLNS,0.9450315266677668,0.8511937977902093,0.8511953015423703,
TYMtex,TYMtex,0.0,0.0,0.0,
GTHS,GTHS,0.0,0.0,0.0,
EX_g3pe_e,EX_g3pe_e,0.0,0.0,0.0,
EX_pacald_e,EX_pacald_e,0.0,0.0,0.0,
CMPtex,CMPtex,0.0,0.0,0.0,
DUMPtex,DUMPtex,0.0,0.0,0.0,
XMPtex,XMPtex,0.0,0.0,0.0,
3PEPTtex,3PEPTtex,0.0,0.0,0.0,
ANHGMtex,ANHGMtex,0.0,0.0,0.0,
UDPKAAT,UDPKAAT,0.0,0.0,0.0,
ULA4NFT,ULA4NFT,0.0,0.0,0.0,
UPLA4FNT,UPLA4FNT,0.0,0.0,0.0,
UPLA4FNF,UPLA4FNF,0.0,0.0,0.0,
ULA4Ntppi,ULA4Ntppi,0.0,0.0,0.0,
HEPT1,HEPT1,0.0,0.0,0.0,
FALDtex,FALDtex,0.0,0.0,0.0,
ALR2,ALR2,0.0,0.0,0.0,
AMALT2,AMALT2,0.0,0.0,0.0,
MLTP1,MLTP1,0.0,0.0,0.0,
HEPT2,HEPT2,0.0,0.0,0.0,
CYSDtex,CYSDtex,0.0,0.0,0.0,
CYSDabcpp,CYSDabcpp,0.0,0.0,0.0,
HXAND,HXAND,0.14673759201072634,0.13216715495473297,0.13216738844637174,
EX_acgal_e,EX_acgal_e,0.0,-0.0,-0.0,
EX_so2_e,EX_so2_e,-0.0,-0.0,-0.0,
EX_dms_e,EX_dms_e,-0.0,0.0,-0.0,
G3PItex,G3PItex,0.0,0.0,0.0,
G3PGtex,G3PGtex,0.0,0.0,0.0,
G3PEtex,G3PEtex,0.0,0.0,0.0,
G3PCtex,G3PCtex,0.0,0.0,0.0,
MOAT3C,MOAT3C,0.0,0.0,0.0,
RHAT1,RHAT1,0.0,0.0,0.0,
GLCabcpp,GLCabcpp,0.0,0.0,0.0,
GALT1,GALT1,0.0,0.0,0.0,
GLCTR2,GLCTR2,0.0,0.0,0.0,
UDPGPpp,UDPGPpp,0.0,0.0,0.0,
EX_acgal1p_e,EX_acgal1p_e,-0.0,-0.0,0.0,
EX_cyan_e,EX_cyan_e,-0.0,-0.0,-0.0,
EX_tyrp_e,EX_tyrp_e,0.0,0.0,0.0,
EX_uacgam_e,EX_uacgam_e,0.0,0.0,0.0,
EX_udpacgal_e,EX_udpacgal_e,0.0,0.0,0.0,
EX_udpg_e,EX_udpg_e,0.0,0.0,0.0,
EX_udpgal_e,EX_udpgal_e,0.0,0.0,0.0,
EX_udpglcur_e,EX_udpglcur_e,0.0,0.0,0.0,
EX_14glucan_e,EX_14glucan_e,0.0,0.0,0.0,
EX_pser__L_e,EX_pser__L_e,0.0,0.0,0.0,
EX_aso3_e,EX_aso3_e,0.0,0.0,-0.0,
EX_tcynt_e,EX_tcynt_e,-0.0,0.0,-0.0,
EX_fe3dhbzs_e,EX_fe3dhbzs_e,-0.0,0.0,-0.0,
PPPGO,PPPGO,0.0,0.00012117550427954609,0.00010342501521600503,
EX_feoxam_un_e,EX_feoxam_un_e,-0.0,-0.0,-0.0,
EX_g3pc_e,EX_g3pc_e,0.0,0.0,0.0,
EX_g3pg_e,EX_g3pg_e,0.0,0.0,0.0,
EX_g3pi_e,EX_g3pi_e,0.0,0.0,0.0,
EX_g3ps_e,EX_g3ps_e,0.0,0.0,0.0,
EX_peamn_e,EX_peamn_e,0.0,0.0,0.0,
EX_34dhpac_e,EX_34dhpac_e,-0.0,-0.0,-0.0,
DAMPtex,DAMPtex,0.0,0.0,0.0,
DCMPtex,DCMPtex,0.0,0.0,0.0,
DGMPtex,DGMPtex,0.0,0.0,0.0,
DTMPtex,DTMPtex,0.0,0.0,0.0,
GMPtex,GMPtex,0.0,0.0,0.0,
IMPtex,IMPtex,0.0,0.0,0.0,
UMPtex,UMPtex,0.0,0.0,0.0,
G1Ptex,G1Ptex,0.0,0.0,0.0,
ADNK1,ADNK1,0.00040601575239376163,0.0003657000644849115,0.0003657007105448695,
CUt3,CUt3,0.0,0.0,0.0,
ZN2t3pp,ZN2t3pp,0.0,0.0,0.0,
SKMtex,SKMtex,0.0,0.0,0.0,
MNt2pp,MNt2pp,0.0,0.0,0.0,
MNtex,MNtex,0.0,0.0003754810468931226,0.0003754817102325508,
GAL1Ptex,GAL1Ptex,0.0,0.0,0.0,
O2Stex,O2Stex,0.0,0.0,0.0,
HEPK1,HEPK1,0.0,0.0,0.0,
HEPT3,HEPT3,0.0,0.0,0.0,
HEPK2,HEPK2,0.0,0.0,0.0,
ALDD3y,ALDD3y,0.0,0.0,0.0,
R5PP,R5PP,0.0,0.0,0.0,
EX_xmp_e,EX_xmp_e,0.0,0.0,0.0,
EX_damp_e,EX_damp_e,0.0,0.0,0.0,
CYSSADS,CYSSADS,0.0,0.0,0.0,
EX_dimp_e,EX_dimp_e,0.0,0.0,0.0,
CPPPGO2,CPPPGO2,0.0,0.0,0.0,
EX_isetac_e,EX_isetac_e,0.0,-0.0,-0.0,
AGM3PH,AGM3PH,0.0,0.0,0.0,
HOMt2pp,HOMt2pp,0.0,0.0,0.0,
HOMtex,HOMtex,0.0,0.0,0.0,
SO2tex,SO2tex,0.0,0.0,0.0,
SO2tpp,SO2tpp,0.0,0.0,0.0,
LDH_D2,LDH_D2,0.0,0.0,0.0,
SHCHF,SHCHF,0.00013453419432956723,0.00012117550427954609,0.00012117571835290715,
SUCBZL,SUCBZL,0.0,0.0,0.0,
CYSDDS,CYSDDS,0.0,0.0,0.0,
CYStpp,CYStpp,0.0,0.0,0.0,
ACSERtpp,ACSERtpp,0.0,0.0,0.0,
ACSERtex,ACSERtex,0.0,0.0,0.0,
LALDO3,LALDO3,0.0,0.0,0.0,
NTP10,NTP10,0.0,0.0,0.0,
PRAIS,PRAIS,0.27028522933161564,0.24344702197670526,0.24344745205972543,
GDMANE,GDMANE,0.0,0.0,0.0,
GPDDA4,GPDDA4,0.0,0.0,0.0,
LPLIPAL2E140,LPLIPAL2E140,0.0,0.0,0.0,
LPLIPAL2E180,LPLIPAL2E180,0.0,0.0,0.0,
LPLIPAL2G161,LPLIPAL2G161,0.0,0.0,0.0,
LPLIPAL2G181,LPLIPAL2G181,0.0,0.0,0.0,
2AGPE120tipp,2AGPE120tipp,0.0,0.0,0.0,
AACPS6,AACPS6,0.0,0.0,0.0,
AACPS7,AACPS7,0.0,0.0,0.0,
G3PGabcpp,G3PGabcpp,0.0,0.0,0.0,
G3PIabcpp,G3PIabcpp,0.0,0.0,0.0,
G3PSabcpp,G3PSabcpp,0.0,0.0,0.0,
QMO2,QMO2,0.0,0.0,0.0,
QMO3,QMO3,0.0,0.0,0.0,
LPLIPAL2E141,LPLIPAL2E141,0.0,0.0,0.0,
LPLIPAL2E161,LPLIPAL2E161,0.0,0.0,0.0,
LPLIPAL2E181,LPLIPAL2E181,0.0,0.0,0.0,
LPLIPAL2G180,LPLIPAL2G180,0.0,0.0,0.0,
LPLIPAL2G141,LPLIPAL2G141,0.0,0.0,0.0,
2AGPA120tipp,2AGPA120tipp,0.0,0.0,0.0,
2AGPG180tipp,2AGPG180tipp,0.0,0.0,0.0,
IPDDI,IPDDI,0.0,0.0,0.0,
2AGPGAT180,2AGPGAT180,0.0,0.0,0.0,
2AGPGAT181,2AGPGAT181,0.0,0.0,0.0,
LPLIPAL2ATG120,LPLIPAL2ATG120,0.0,0.0,0.0,
PLIPA1E140pp,PLIPA1E140pp,0.0,0.0,0.0,
PLIPA1E160pp,PLIPA1E160pp,0.0,0.0,0.0,
PLIPA1E161pp,PLIPA1E161pp,0.0,0.0,0.0,
AACPS8,AACPS8,0.0,0.0,0.0,
AACPS9,AACPS9,0.0,0.0,0.0,
HXCT,HXCT,0.0,0.0,0.0,
2AGPEAT160,2AGPEAT160,0.0,0.0,0.0,
DURADx,DURADx,0.0,0.0,0.0,
ECOAH7,ECOAH7,0.0,0.0,0.0,
G1PPpp,G1PPpp,0.0,0.0,0.0,
GALCTND,GALCTND,0.0,0.0,0.0,
GCALDD,GCALDD,0.0002690683886590328,0.00024235100855907188,0.00024235143670581216,
HISTP,HISTP,0.0571547107730697,0.05147948396607909,0.05147957491173864,
LDH_D,LDH_D,0.0,0.0,0.0,
AMALT4,AMALT4,0.0,0.0,0.0,
NTD11,NTD11,0.14673759201072634,0.13216715495473297,0.13216738844637174,
ORNDC,ORNDC,0.0,0.0,0.0,
UPP3MT,UPP3MT,0.00013453419432956723,0.00012117550427954609,0.00012117571835290715,
KAS15,KAS15,0.21469968196415426,0.19338088996863156,0.1933812316028365,
ALAALAtex,ALAALAtex,0.0,0.0,0.0,
FACOAL181t2pp,FACOAL181t2pp,0.0,0.0,0.0,
T2DECAI,T2DECAI,0.09075206181438628,0.08174075676127157,0.08174090116767317,
3OAS161,3OAS161,0.09075206181438628,0.08174075676127157,0.08174090116767317,
EAR141y,EAR141y,0.09075206181438628,0.08174075676127157,0.08174090116767317,
EAR161x,EAR161x,0.0,0.0,0.0,
DASYN160,DASYN160,0.03849849810290136,0.03467575618876661,0.0346758174483068,
DASYN161,DASYN161,0.045376030907193145,0.040870378380635786,0.040870450583836586,
DASYN181,DASYN181,0.0,0.0,0.0,
CDAPPA161,CDAPPA161,0.0,0.0,0.0,
PGSA180,PGSA180,0.0,0.0,0.0,
PSSA140,PSSA140,0.0,0.0,0.0,
2AGPGAT141,2AGPGAT141,0.0,0.0,0.0,
FACOAE180,FACOAE180,0.0,0.0,0.0,
FACOAE100,FACOAE100,0.0,0.0,0.0,
FACOAE80,FACOAE80,0.0,0.0,0.0,
FACOAE60,FACOAE60,0.0,0.0,0.0,
PLIPA1E120pp,PLIPA1E120pp,0.0,0.0,0.0,
MALtex,MALtex,0.0,0.0,0.0,
NO3tex,NO3tex,0.0,0.0,0.0,
3OAS141,3OAS141,0.09075206181438628,0.08174075676127157,0.08174090116767317,
3OAR121,3OAR121,0.09075206181438628,0.08174075676127157,0.08174090116767317,
CFAS160G,CFAS160G,0.0,0.0,0.0,
URAt2pp,URAt2pp,0.0,0.0,0.0,
FACOAE141,FACOAE141,0.0,0.0,0.0,
FACOAE161,FACOAE161,0.0,0.0,0.0,
TTDCEAtexi,TTDCEAtexi,0.0,0.0,0.0,
HDCEAtexi,HDCEAtexi,0.0,0.0,0.0,
ALAALAD,ALAALAD,0.0,0.0,0.0,
2AGPEAT180,2AGPEAT180,0.0,0.0,0.0,
2AGPEAT181,2AGPEAT181,0.0,0.0,0.0,
2AGPGAT140,2AGPGAT140,0.0,0.0,0.0,
PLIPA1E181pp,PLIPA1E181pp,0.0,0.0,0.0,
PLIPA1G180pp,PLIPA1G180pp,0.0,0.0,0.0,
PLIPA1G181pp,PLIPA1G181pp,0.0,0.0,0.0,
ALAALAabcpp,ALAALAabcpp,0.0,0.0,0.0,
HEXt2rpp,HEXt2rpp,0.0,0.0,0.0,
G3PEabcpp,G3PEabcpp,0.0,0.0,0.0,
G3PCabcpp,G3PCabcpp,0.0,0.0,0.0,
2AGPGAT161,2AGPGAT161,0.0,0.0,0.0,
AMPTASEPG,AMPTASEPG,0.0,0.0,0.0,
PROGLYabcpp,PROGLYabcpp,0.0,0.0,0.0,
GTHRDabcpp,GTHRDabcpp,0.0,0.0,0.0,
2AGPG140tipp,2AGPG140tipp,0.0,0.0,0.0,
2AGPG160tipp,2AGPG160tipp,0.0,0.0,0.0,
2AGPG141tipp,2AGPG141tipp,0.0,0.0,0.0,
2AGPG161tipp,2AGPG161tipp,0.0,0.0,0.0,
2AGPG181tipp,2AGPG181tipp,0.0,0.0,0.0,
2AGPEAT140,2AGPEAT140,0.0,0.0,0.0,
2AGPEAT120,2AGPEAT120,0.0,0.0,0.0,
2AGPEAT161,2AGPEAT161,0.0,0.0,0.0,
2AGPEAT141,2AGPEAT141,0.0,0.0,0.0,
2AGPGAT160,2AGPGAT160,0.0,0.0,0.0,
LPLIPAL2ATG140,LPLIPAL2ATG140,0.0,0.0,0.0,
LPLIPAL2ATG141,LPLIPAL2ATG141,0.0,0.0,0.0,
LPLIPAL2ATG160,LPLIPAL2ATG160,0.0,0.0,0.0,
LPLIPAL2ATG180,LPLIPAL2ATG180,0.0,0.0,0.0,
LPLIPAL2ATG161,LPLIPAL2ATG161,0.0,0.0,0.0,
LPLIPAL2ATG181,LPLIPAL2ATG181,0.0,0.0,0.0,
CLPNS180pp,CLPNS180pp,0.0,0.0,0.0,
CLPNS181pp,CLPNS181pp,0.0,0.0,0.0,
PG161abcpp,PG161abcpp,0.0,0.0,0.0,
PGP120abcpp,PGP120abcpp,0.0,0.0,0.0,
PGP161abcpp,PGP161abcpp,0.0,0.0,0.0,
PGP181abcpp,PGP181abcpp,0.0,0.0,0.0,
PA120abcpp,PA120abcpp,0.0,0.0,0.0,
PLIPA1G120pp,PLIPA1G120pp,0.0,0.0,0.0,
CLPNS120pp,CLPNS120pp,0.0,0.0,0.0,
ALPATE160pp,ALPATE160pp,0.0,0.0,0.0,
ALPATG160pp,ALPATG160pp,0.0,0.0,0.0,
2AGPGAT120,2AGPGAT120,0.0,0.0,0.0,
LPLIPAL2ATE120,LPLIPAL2ATE120,0.0,0.0,0.0,
LPLIPAL2ATE140,LPLIPAL2ATE140,0.0,0.0,0.0,
LPLIPAL2ATE160,LPLIPAL2ATE160,0.0,0.0,0.0,
LPLIPAL2ATE180,LPLIPAL2ATE180,0.0,0.0,0.0,
LPLIPAL2ATE141,LPLIPAL2ATE141,0.0,0.0,0.0,
LPLIPAL2ATE161,LPLIPAL2ATE161,0.0,0.0,0.0,
LPLIPAL2ATE181,LPLIPAL2ATE181,0.0,0.0,0.0,
FACOAL141t2pp,FACOAL141t2pp,0.0,0.0,0.0,
