,smoment_no_adj_kcat,smoment_adj_kcat,kcat_in_vitro,kapp,kcat_GO
3OAR140_reverse,87.99916207,85.49145213,22.20808134,2.901956452,22.20808134
ASPO3,,,14.11213275,2.900259355,14.11213275
XPPT,14.46549688,14.46549688,150,2.899972742,150
GPDDA1,9.880218519,9.880218519,41.11136637,2.899548644,41.11136636
TRPS1,42.61884615,41.05705072,6.64,2.897047896,6.64
UDPGDC,0.3025,0.3025,62.48632484,2.89694838,62.48632483
GGPTRCS,5.94,5.94,5.94,2.896775032,5.94
ARGSL_reverse,401.496,385.8195224,12.47512022,2.895606004,12.47512022
GLCATr,,,16.68057994,2.891233041,16.68057994
G1PTT,4.838858333,4.838858333,154,2.888930278,154
ARGDC,3.366818182,3.366818182,9.1794451,2.88785758,9.1794451
ACGAMT,,,14.23230486,2.885234773,14.23230486
LPLIPAL1A141pp,1034.85,1034.85,21.15941401,2.882042759,21.15941401
NDPK7_reverse,194.8532778,184.6379278,20.62892452,2.87566846,20.62892452
URDGLYCD,59.6125,59.6125,12.93509222,2.873761033,12.93509222
HEPT1,,,18.70650023,2.873620097,18.70650023
5DGLCNR,,,31.98848524,2.868521334,31.98848522
CDAPPA161,,,12.72609731,2.863873904,12.72609731
MLTP3_reverse,49.31054468,49.31054468,16.74997095,2.860901911,16.74997095
HEMEOS,,,20.78484241,2.86018961,20.78484241
NADH9,,3234.95424,15.10554021,2.859285127,15.10554021
NTPP6,6.914333333,6.914333333,20.68659199,2.850466428,20.68659199
ALLPI_reverse,5952.1812,5952.1812,17.35994915,2.849493349,17.35994915
BMOGDS2,,,13.12825718,2.848774309,13.12825718
HPYRI_reverse,,,8.828170297,2.847867844,8.828170297
LIPACabcpp,,,12.2228835,2.847477629,12.22288351
FACOAE60,,,15.16376195,2.843701538,15.16376195
BWCOS,,,11.49601957,2.842242537,11.49601957
NDPK5_reverse,194.8532778,184.6379278,27.16028244,2.83998355,27.16028244
VPAMTr_reverse,,,9.812242994,2.835499721,9.812242994
MALTATr_reverse,,,22.06397974,2.834124086,22.06397974
NTP10,513.7986698,513.7986698,33.01650075,2.833360639,33.01650075
NTD5,80.58333333,80.58333333,30.4,2.833121242,30.4
NADHPO,45.51728205,45.51728205,21.91392003,2.831605424,21.91392003
FLVRx,36.74565,36.74565,32.88247034,2.827343153,32.88247033
NTPP2,6.914333333,6.914333333,31.76186864,2.82564688,31.76186864
2MAHMP,,,27.87297522,2.825135649,27.87297522
APH161,,,10.05288524,2.823554226,10.05288524
CYANSTpp,145.7,145.7,230,2.822848201,230
UPPRT,2.1397,2.1397,19.38772403,2.820204352,19.38772403
APPLDHr,0.179366667,0.179366667,22.59748449,2.818825296,22.59748449
CRNCAL2,,,8.259929402,2.817578616,8.259929403
LPLIPAL2G160,,,14.05469398,2.815762344,14.05469398
RMPA_reverse,16.64,16.64,38.3,2.813324451,38.3
LPLIPAL2A160,1034.85,1034.85,13.78115948,2.81214547,13.78115948
ADPT,8.869774074,8.869774074,24.20537899,2.810089916,24.20537899
FEOXAMR2,,,9.214788756,2.809913335,9.214788756
LPLIPAL2G181,,,18.20290077,2.804464022,18.20290078
LPLIPAL2G180,,,29.24916885,2.804458336,29.24916883
MGSA,243.63125,243.63125,203,2.803234014,203
ARGSS,,,12.64919418,2.8,12.64919418
ACOXT_reverse,,,12.36530346,2.79922567,12.36530346
ALKP,70.2908,70.2908,66.81172583,2.797603743,66.81172583
DHNPTE_reverse,,,12.1050975,2.795846578,12.1050975
CBMKr_reverse,300.6,300.6,10.73784424,2.795083874,10.73784424
DKGLCNR1,,,21.11194632,2.793867917,21.11194632
DGK1_reverse,287.3785714,269.5076195,15.77171646,2.792652533,15.77171646
GTHOr_reverse,233.7,233.7,50,2.789249037,50
ADOCBLS,0.67,0.67,13.81679296,2.787769605,13.81679296
NTP11,,,17.81091852,2.785509321,17.81091852
GOFUCR,0.75,0.75,32.18755245,2.783972887,32.18755244
ADK3,145.316,116.4199121,13.13560929,2.783610494,13.13560929
ALR2,,,22.10853459,2.781552842,22.10853459
GLCATr_reverse,,,24.07160817,2.777813841,24.07160817
TMDK1,0.86,0.86,10.50871405,2.773189814,10.50871405
CYTDK1,146.24082,146.24082,24.89044644,2.772626139,24.89044644
IDOND2,,,17.36266537,2.770545895,17.36266538
DHCURR,,,15.39320563,2.769159161,15.39320563
CURR,,,10.68648368,2.769138867,10.68648368
AGM3PH,,,23.83625826,2.765126984,23.83625826
AGM4PH,,,17.0581983,2.76512089,17.0581983
ECA4OALpp,,,13.62860204,2.764379668,13.62860204
CBLAT,0.061491111,0.061491111,9.373568708,2.763717949,9.373568708
AI2K,,,9.040288553,2.761405995,9.040288553
NTD8,80.58333333,80.58333333,15,2.760940051,15
PPAKr_reverse,96.42857143,96.42857143,12.44875537,2.760805224,12.44875537
G1PP,73.16666667,73.16666667,117,2.756016756,117
PGPP140,,,66.50380906,2.755892927,66.50380906
NDPK7,194.8532778,184.6379278,9.706710656,2.755839146,9.706710656
PPPGO,1.113762678,1.113762678,43.18248708,2.753661544,43.18248708
DGK1,287.3785714,269.5076195,23.59885259,2.749524328,23.59885259
PUNP5_reverse,537.5828571,537.5828571,6200,2.748472911,6200
G3PAT120,0.029745,0.029745,10.66775,2.746237533,10.66775001
RNDR1,2.831166667,2.831166667,14.62288195,2.745251464,14.62288195
NDPK6_reverse,194.8532778,184.6379278,12.05821926,2.744949588,12.05821926
R5PP,,,4.9,2.744817122,4.9
UAGAAT_reverse,9.166666667,9.166666667,10.38397346,2.743078245,10.38397346
G3PT,114.1277778,114.1277778,36.95215182,2.742729258,36.95215183
G6PP,700,700,10,2.741873177,10
2DOXG6PP,,,105.8125304,2.74036,105.8125304
NDPK5,194.8532778,184.6379278,18.03564297,2.740253748,18.03564297
NDPK6,194.8532778,184.6379278,9.1192451,2.737659874,9.1192451
NTP12,,,31.50481675,2.736850551,31.50481675
METNA,,,16.77372101,2.735765508,16.77372101
COLIPAabcpp,,,14.31106342,2.73555332,14.31106342
PUNP2_reverse,537.5828571,537.5828571,2.01,2.73429003,2.01
FDMO2,0.823333333,0.823333333,14.47361033,2.729344167,14.47361033
CLPNS180pp_reverse,,,13.81591434,2.728989428,13.81591434
LKDRA_reverse,,,9.658620383,2.727614198,9.658620383
ARHGDx_reverse,,,18.97995556,2.724676211,18.97995556
NDPK1_reverse,194.8532778,184.6379278,11.5643941,2.723851957,11.5643941
PUNP3_reverse,537.5828571,537.5828571,2.01,2.723162366,2.01
ACOATA_reverse,0.044333333,0.314039767,8.765128124,2.722774982,8.765128125
LPLIPAL2ATE140,,,21.01347985,2.720933386,21.01347985
APG3PAT120,,,31.27697546,2.718076582,31.27697547
13PPDH2,,,13.25087066,2.717605353,13.25087066
THZPSN3,,3.528858533,6.005663378,2.716398919,6.005663378
LPLIPAL2ATE181,,,17.16300164,2.713638482,17.16300164
PGSA181,,,18.85565,2.713055092,18.85565
NTPP11,224.7263636,224.7263636,32.97547975,2.712467837,32.97547975
MPTS,,,21.83830287,2.709358146,21.83830287
LPLIPAL1G160pp,,,20.2024633,2.708793212,20.2024633
RU5PP,,,122.019504,2.706442001,122.019504
PPA2,1664.872,1664.872,389,2.704976958,389
2AGPGAT180,,,8.445295329,2.704821055,8.445295328
PRPPS_reverse,38.394,38.394,18.40808577,2.702068335,18.40808577
LPLIPAL2ATE180,,,15.10344733,2.701834014,15.10344733
LPLIPAL2ATG141,,,18.1886001,2.701818335,18.1886001
FDMO,0.823333333,0.823333333,14.26795147,2.701700552,14.26795147
NTD9,96.6485,96.6485,65,2.70144343,65
NTD2,96.6485,96.6485,61,2.700768428,61
MTHFR2,87.6030303,87.6030303,18.85710401,2.7,18.85710401
NTD7,96.6485,96.6485,23,2.699119262,23
G3PAT141,0.029745,0.029745,12.40030938,2.696933519,12.40030938
FDMO6,,,14.84233619,2.695512202,14.84233619
ACPPAT180,,,8.286434484,2.694187814,8.286434483
ACPPAT140,,,10.00108719,2.693744778,10.00108719
APG3PAT161,,,22.37396748,2.69304147,22.37396749
3HAD140,9.952411111,10.10061405,33.28408919,2.691389118,33.28408919
2DDARAA_reverse,,,20.64044606,2.691224576,20.64044606
GLUTRR,199.912,199.912,0.13,2.689161664,0.13
PAI2I,,,37.73378479,2.688471141,37.73378478
DURIPP_reverse,316.23875,316.23875,2.01,2.686743862,2.01
MECDPDH5,,,13.00395152,2.685280858,13.00395152
QUINDHyi,,,26.36208323,2.68356724,26.36208323
PLIPA2E140pp,,,27.9637969,2.681151468,27.96379689
2AGPGAT160,,,9.789079874,2.680322295,9.789079875
ASPO5,,,12.36380013,2.679531315,12.36380013
2AGPGAT141,,,7.870891764,2.679344482,7.870891764
2AGPGAT161,,,9.529797155,2.679343137,9.529797156
2DGULRGy,,,10.10227316,2.66974466,10.10227316
LPLIPAL1E141pp,,,17.27746068,2.669203166,17.27746068
LPLIPAL1E140pp,,,22.32210599,2.668738932,22.32210599
LPLIPAL1G120pp,,,14.78441305,2.668736887,14.78441305
LPLIPAL1A120pp,1034.85,1034.85,15.67113312,2.668736528,15.67113312
HCYSMT2,249.949375,249.949375,7.82080553,2.667646856,7.820805531
DASYN181,5.806666667,5.806666667,11.03755288,2.666743221,11.03755288
HPYRRy,19427.41176,19427.41176,10.10762599,2.666180689,10.10762599
DPR,16.84285714,15.8347108,8,2.662494234,8
TRE6PP,9.845,9.845,23.27827631,2.660361567,23.27827631
CYTDK2,146.24082,146.24082,9.21873642,2.655302598,9.218736419
LGTHL,779.2666665,779.2666665,12.71182922,2.65484405,12.71182922
NTPP4,22.12715686,22.12715686,25.8,2.654188651,25.8
PGPP161,24,24,73.00526105,2.65213746,73.00526106
DASYN120,5.806666667,5.806666667,33.84832912,2.651247922,33.84832911
PAPA141,,,69.56862627,2.650805708,69.56862628
PGPP160pp,24,24,31.74694321,2.649625138,31.74694322
PGSA120,,,50.98221864,2.649353594,50.98221864
PGSA140,,,33.32424987,2.649340104,33.32424986
TYRPpp,,,21.97615028,2.64918869,21.97615028
ADCS,0.496283091,0.496283091,0.032,2.646549357,0.032
FCLT,0.278479375,0.278479375,9.020738242,2.645565747,9.020738242
PAI2T,,,8.086520389,2.645423567,8.086520389
PGPP180pp,24,24,68.26288555,2.645273151,68.26288556
NTD12,,,0.24,2.644786795,0.24
NTPP8,6.914333333,6.914333333,95,2.644778836,95
MCOATA_reverse,199.6692538,185.5503519,10.35243054,2.644130471,10.35243054
NTPP7,14.2877,14.2877,43,2.643847628,43
METSOXR1,87.19994872,87.19994872,12.58833265,2.643360614,12.58833265
NTP3pp,19.85884252,19.85884252,0.33,2.642846005,0.33
PGPP160,24,24,66.77820233,2.641597312,66.77820233
PGPP140pp,,,38.8062132,2.64140101,38.80621319
PGPP181pp,24,24,36.99218897,2.641341811,36.99218897
PGPP161pp,24,24,70.98631703,2.641280404,70.98631703
FA100ACPHi,,,38.59574203,2.641086055,38.59574203
FA80ACPHi,,,46.59558772,2.641051847,46.59558772
I4FE4ST,,,19.02864482,2.640309857,19.02864483
OPHBDC,,,10.08292029,2.640271931,10.08292029
APH140,,,9.349927893,2.640056312,9.349927894
APH141,,,9.174517123,2.640042117,9.174517122
LCARSyi,,,14.35100904,2.639136181,14.35100904
I2FE2SS2,,3.528858533,7.544086378,2.638168762,7.544086378
DNTPPA,4.10015,4.10015,16.52448149,2.637112831,16.52448149
PAPA140pp,,,121.6817593,2.636793949,121.6817593
FEROpp,2.394782609,2.394782609,11.17286397,2.634981481,11.17286397
APG3PAT181,,,28.07647256,2.633714615,28.07647256
VALTA,203.8733333,191.9286868,7.174783547,2.631420285,7.174783547
PMDPHT,1.548444444,1.548444444,38.94285167,2.631005677,38.94285167
PUNP6_reverse,333.588,333.588,2.01,2.629065276,2.01
METSOXR2,87.19994872,87.19994872,9.883163057,2.628384543,9.883163056
HBZOPT,,,8.489065926,2.628065561,8.489065925
UPP3MT,38,38,8.118872174,2.626496486,8.118872175
4ABZGLUH,,,6.475593593,2.62541073,6.475593594
3HAD180,,,21.43586738,2.624961622,21.43586738
PAPA160pp,,,64.31790647,2.624528766,64.31790647
PDX5PS,,,10.92677533,2.623201844,10.92677533
QUINDH,22550.06592,22550.06592,12.11605918,2.622014771,12.11605918
URIK2,1.60205,1.60205,9.986811653,2.620450926,9.986811653
MTAN,5.323636364,5.323636364,0.32,2.61983284,0.32
TAUDO,201.672,201.672,32.72831624,2.617322491,32.72831625
I2FE2SS,,3.528858533,7.418246384,2.617023767,7.418246383
UM3PL,,,6.473107922,2.61702265,6.473107922
ADK4,,0.835560343,17.41251698,2.616871766,17.41251698
DAGK160,47.69504545,47.69504545,21.63062254,2.616387816,21.63062254
DAGK140,,,20.53668376,2.616381282,20.53668376
EAR161y,26.96333333,25.33367341,23.03483063,2.607673984,23.03483063
EAR141y,26.96333333,25.33367341,17.48140631,2.606946614,17.48140631
CPPPGO2,225.02,225.02,9.169183477,2.606549216,9.169183478
PUNP4_reverse,333.588,333.588,2.01,2.606208172,2.01
ACBIPGT,2.191833333,2.191833333,33.40907327,2.605474498,33.40907328
PLIPA2E160pp,,,41.88707731,2.605432493,41.88707731
AM3PA,,,31.35815792,2.601989293,31.35815792
KAS14,0.044333333,1.386232714,8.007199344,2.600828717,8.007199344
I2FE2ST,,,28.78068202,2.59823373,28.78068203
3OAR180,153.8809091,142.1214887,27.00501574,2.596279413,27.00501574
PLIPA2A161pp,,,32.24535969,2.592180022,32.24535969
PLIPA1G161pp,,,24.94332542,2.592030667,24.94332542
PLIPA1G181pp,,,37.74034869,2.59198648,37.74034869
PLIPA2G120pp,,,26.45614619,2.591971202,26.45614619
PLIPA1G140pp,,,35.27854153,2.591969017,35.27854153
PLIPA2G160pp,,,32.80863529,2.591968785,32.80863528
PLIPA1A181pp,,,26.87283651,2.591968371,26.87283651
PLIPA1G160pp,,,45.7937616,2.591967537,45.79376161
PLIPA2E161pp,,,32.42745964,2.591966699,32.42745964
NTD10,96.6485,96.6485,28.07000371,2.59087161,28.07000369
NTD11,96.6485,96.6485,11.70562875,2.590486766,11.70562875
ADOCBIK,0.221,0.221,21.83260696,2.589738551,21.83260696
E4PD,49.95111111,47.87627061,169,2.589570043,169
UM4PCP,,,31.87548267,2.589258585,31.87548267
PLIPA1E160pp,1611.95,1611.95,31.98229808,2.58865495,31.98229808
PLIPA2A141pp,28.49245455,28.49245455,37.39631239,2.588651763,37.39631239
PLIPA2A140pp,28.49245455,28.49245455,31.42195028,2.588651399,31.42195028
PLIPA2A120pp,28.49245455,28.49245455,29.65916565,2.588647388,29.65916564
ASPO4,,,38.38080202,2.587854182,38.38080203
TRPS2,29.017125,28.32037487,0.23,2.585890304,0.23
NAMNPP,199.9264,199.9264,11.04922565,2.585749939,11.04922565
UM4PL,,,6.430361845,2.585700149,6.430361844
NMNAT,7.697162515,7.697162515,20.82526156,2.585198796,20.82526156
I2FE2SR,,3.528858533,7.203555223,2.583812235,7.203555222
TMK,,,14.29105477,2.583798986,14.29105477
MALCOAMT,,,6.274555628,2.583725733,6.274555628
S2FE2ST,,,9.929513917,2.583679351,9.929513917
GLYOX3,0.833836364,0.833836364,0.35,2.583652841,0.35
OPHHXy,,,11.65658033,2.583649609,11.65658033
PYDXK,7.043913043,7.043913043,14.53242557,2.583623571,14.53242557
PACOAT,,,18.7599814,2.58360534,18.75998139
PYDXNK,13.6269,13.6269,23.63067287,2.583569649,23.63067287
PYAM5PO,2.867086957,2.867086957,9.46397502,2.583568373,9.463975019
S2FE2SS,,,6.00808687,2.583559873,6.008086869
ALDD19xr_reverse,29.94818182,29.94818182,96.8,2.583544086,96.8
PYDAMK,0.909833333,0.909833333,58.1718289,2.583526646,58.17182892
LIPOS,,,8.451905832,2.583487263,8.451905833
ALATA_D2,,1.300374828,7.147211039,2.583474166,7.147211039
LIPOCT,,,7.731610456,2.583462618,7.731610456
DAGK180,,,7.419428428,2.583433408,7.419428428
DAGK141,,,7.033133921,2.583418567,7.033133922
GPDDA2,9.880218519,9.880218519,21.6774901,2.583416967,21.6774901
GPDDA4,2.0446,2.0446,3.3,2.583408716,3.3
PLIPA2G181pp,,,13.74688708,2.583406292,13.74688708
AGPAT120,,,6.550627925,2.583400542,6.550627925
CDAPPA140,,,10.87761716,2.583397202,10.87761716
AGPAT180,,,7.044269916,2.583395258,7.044269917
LPLIPAL2E140,,,8.952825439,2.58336528,8.952825439
LPLIPAL2E120,,,14.82067585,2.58335822,14.82067585
FACOAE80,,,11.44905641,2.583357162,11.44905641
AACPS1,0.016,0.016,5.762647289,2.583357079,5.762647289
AACPS5,,,5.671134549,2.583356539,5.67113455
AACPS2,0.016,0.016,5.76391174,2.583356281,5.763911739
AACPS9,,,5.764013749,2.583355995,5.76401375
LPLIPAL2A141,1034.85,1034.85,19.68304701,2.58335505,19.68304701
PAPA181pp,,,17.21370401,2.583354377,17.21370401
LPLIPAL2A120,1034.85,1034.85,12.33116267,2.583354286,12.33116267
PLIPA1A141pp,1611.95,1611.95,12.34848614,2.583352869,12.34848614
3OAS100,,,5.799351236,2.583352581,5.799351236
3OAS121,0.134765,1.152858259,5.976232676,2.583352056,5.976232675
PGPP141,,,19.48494373,2.583350772,19.48494373
G3PAT180,0.029745,0.029745,7.390881769,2.583350479,7.390881769
PLIPA2E181pp,,,10.61089625,2.583349826,10.61089625
LPLIPAL1E180pp,,,12.76605372,2.583349357,12.76605372
3OAS80,,,5.953947671,2.583349257,5.953947672
3OAS141,0.134765,1.152858259,6.020607846,2.583349211,6.020607847
LPLIPAL1G141pp,,,11.73452967,2.583349081,11.73452968
3OAR161,153.8809091,142.1214887,18.11533317,2.583348867,18.11533317
PLIPA1E120pp,,,9.658547837,2.583348771,9.658547836
PGPP120,24,24,28.14589675,2.583348755,28.14589675
PLIPA1G141pp,,,17.25385743,2.583348712,17.25385743
PLIPA2G140pp,,,11.06659899,2.583348359,11.06659899
LPLIPAL2E181,,,11.45672626,2.583347965,11.45672626
LPLIPAL1G181pp,,,11.94814383,2.583347875,11.94814383
LPLIPAL2E141,,,10.12131291,2.583347719,10.12131291
PLIPA2G141pp,,,13.04787298,2.583347702,13.04787298
LPLIPAL1E181pp,,,15.26178565,2.583347684,15.26178565
LPLIPAL2G120,,,11.47613365,2.583347354,11.47613365
T2DECAI,,11.43444051,12.66133934,2.583347322,12.66133934
3OAS161,0.134765,1.152858259,6.021412064,2.58334716,6.021412064
3HAD160,9.952411111,10.10061405,6.579801489,2.583347141,6.579801489
3OAS160,,,5.766679992,2.583346903,5.766679992
LPLIPAL2G141,,,11.19114481,2.583346526,11.19114481
PLIPA1G120pp,,,10.8344537,2.583346314,10.8344537
PLIPA2E180pp,,,10.89383793,2.583346191,10.89383793
PLIPA1E140pp,,,10.93380133,2.583346183,10.93380133
LPLIPAL1A180pp,1034.85,1034.85,11.28856097,2.583346126,11.28856097
3HAD120,9.952411111,10.10061405,8.617246774,2.583345897,8.617246775
3OAS120,,,6.314443415,2.583345808,6.314443414
PLIPA1E181pp,,,11.95873576,2.583345668,11.95873576
LPLIPAL2A140,1034.85,1034.85,11.1880766,2.583345659,11.1880766
PLIPA2A180pp,28.49245455,28.49245455,9.694091411,2.583345276,9.694091411
PLIPA1A140pp,1611.95,1611.95,17.07850586,2.583344811,17.07850586
PLIPA1E141pp,,,15.83859106,2.583344602,15.83859106
PLIPA1A120pp,1611.95,1611.95,11.97240852,2.58334457,11.97240852
3HAD121,,,10.68771687,2.583344388,10.68771687
LPLIPAL1G140pp,,,12.32871209,2.583344266,12.32871209
3OAR100,136.5761538,127.7327046,13.14311799,2.583343984,13.14311799
EAR160y,26.96333333,25.33367341,8.605847267,2.583342979,8.605847267
3OAR141,153.8809091,142.1214887,14.6247407,2.583342894,14.6247407
EAR160x,15.555278,14.66641222,9.302310894,2.58334286,9.302310894
3OAR80,136.5761538,127.7327046,12.6377669,2.583342672,12.6377669
EAR180y,26.96333333,25.33367341,9.617236455,2.583342317,9.617236456
EAR121y,26.96333333,25.33367341,8.538591631,2.583342308,8.538591631
3HAD100,9.952411111,10.10061405,8.851457071,2.583342088,8.851457069
3OAR160,136.5761538,127.7327046,13.4781951,2.583341933,13.4781951
3HAD80,9.952411111,10.10061405,9.846086525,2.583341922,9.846086525
EAR100y,,,9.489808011,2.583341847,9.489808011
3OAR120,136.5761538,127.7327046,13.19978153,2.583341626,13.19978153
EAR80y,,,7.857519631,2.583341413,7.857519631
3HAD161,,,8.078198535,2.583341131,8.078198536
3OAR121,153.8809091,142.1214887,15.25483006,2.583340814,15.25483006
EAR161x,15.555278,14.66641222,8.921465451,2.583340733,8.921465453
EAR120y,,,7.411255115,2.583340346,7.411255114
3HAD141,,,10.44455318,2.58333992,10.44455318
THDPS,,,18.88147386,2.4,18.88147386
GF6PTA,12.8025,11.87970507,16.9,2.2,16.9
ATPPRT,2.136666667,1.875508912,16.06117102,2.2,16.06117102
IMPD,8.794166667,8.172578433,12.66999669,1.8,12.66999669
MPTSS,,,17.35491772,1.7,17.35491772
DHNPA2r,0.345266667,0.345266667,8.841581979,1.7,8.841581981
ADCL,,,14.29572997,1.4,14.29572997
3OAR140,136.5761538,127.7327046,19.48920948,1.3,19.48920948
CDPMEK,,,13.34304123,1.3,13.34304123
NADK,14.837,14.837,55,1.1,55
DXPS,5.854545455,5.854545455,2.6,1.1,2.6
UPP3S,286.086,286.086,500,1,500
IPDPS,2.64,2.64,12.44764162,0.86,12.44764163
UPPDC1,333.147,333.147,23.70388217,0.81,23.70388217
KDOPS,15.382,15.382,5.31,0.72,5.31
MPTAT,0.0012,0.0012,23.65876506,0.68,23.65876506
DPCOAK,7.081233333,7.081233333,4.01,0.64,4.01
PTPATi,10.47876856,10.47876856,12.3,0.55,12.3
PMPK,0.075566667,0.075566667,0.07,0.5,0.07
NNDPR,400.852,400.852,10.44742365,0.46,10.44742366
QULNS,,,9.91801281,0.46,9.918012811
DB4PS,,,17.44656764,0.34,17.44656764
SHCHD2,,,11.87496037,0.34,11.87496038
SHCHF,,,8.152226674,0.34,8.152226675
APRAUR,,,9.626805386,0.32,9.626805386
DHPPDA2,,,9.078302697,0.32,9.078302697
OCTDPS,0.67,0.67,8.297497969,0.3,8.297497969
PNTK,27.75626087,27.75626087,1.14,0.27,1.14
CPPPGO,0.764101292,0.764101292,11.91886409,0.25,11.91886409
PPBNGS,507.55,507.55,11.31543749,0.24,11.31543749
TMPK,0.063,0.063,17.19047343,0.23,17.19047343
CHRPL,0.8674,0.8674,13.54818544,0.23,13.54818544
DHFS,40.46104,40.46104,11.15925158,0.23,11.15925158
DHPS2,77.02221538,77.02221538,15.44776489,0.2,15.44776489
HPPK2,499.585,499.585,9.135329829,0.16,9.135329831
PPNCL2,1.818333333,1.818333333,6.335005128,0.15,6.335005128
PPCDC,1.866666667,1.866666667,0.833,0.15,0.833
UDCPDPS,2.287545483,2.287545483,6.406929148,0.14,6.406929147
HMBS,0.25,0.25,11.48300467,0.13,11.48300467
PPPGO3,1.113762678,1.113762678,13.01854085,0.12,13.01854085
GART,,,11.85174675,0.12,11.85174675
GRTT,7.893761905,7.893761905,8.137717768,0.12,8.137717767
DMATT,0.599571429,0.599571429,7.014692137,0.12,7.014692136
GTPCII2,80.54612222,80.54612222,0.15,0.12,0.15
DMPPS,2.64,2.64,10.49958747,0.11,10.49958748
MECDPS,2.333333333,2.333333333,20.71697756,0.09,20.71697756
G1SAT,0.51,0.51,10.34520585,0.09,10.34520585
FMNAT,0.04677685,0.04677685,7.704974958,0.09,7.704974958
RBFK,2.005416667,2.005416667,7.091383058,0.09,7.091383058
GLUTRS,1.0144875,1.074931198,1.5,0.09,1.5
ASP1DC,22.6486,22.6486,0.57,0.07,0.57
NADS1,0.963433333,0.963433333,9.555888176,0.05,9.555888175
RBFSa,0.279502143,0.279502143,13.03069704,0.01,13.03069704
RBFSb,0.586888333,0.586888333,9.752638212,0.03,9.752638211
AHCYSNS,2.131684167,2.131684167,0.45,0.03,0.45
PDX5POi,0.2582,0.2582,0.13,0.03,0.13
TMPPP,999,999,25.89384745,0.02,25.89384745
MOCOS,,,17.13332677,0.02,17.13332678
BMOCOS,,,16.83679422,0.02,16.83679422
PERD,1.2,1.2,13.39156061,0.02,13.39156061
GCALDD,,,1.8,0.02,1.8
PANTS,2.587333333,2.587333333,1.4,0.02,1.4
5DOAN,,,25.74418929,0.01,25.74418929
ICYSDS,,3.528858533,8.745075848,0.01,8.745075847
MOHMT,0.781,0.781,8.59631828,0.01,8.596318281
PUNP1_reverse,537.5828571,537.5828571,3.3,0.01,3.3
ADNK1,5.635591398,5.485590427,14.2938604,0.008,14.2938604
GTPCI,14.41892222,14.41892222,13.42103959,0.008,13.42103959
AMPMS2,,,6.725569508,0.007,6.725569508
TYRL,,,11.24190817,0.006,11.24190817
METAT,1.656017118,1.656017118,0.00042,0.006,0.042
PMEACPE,8.64,8.64,94.23867304,0.004,94.23867306
RHCCE,0.199,0.199,0.38,0.003,0.38
BTS5,,,13.9,0.002,13.9
I4FE4SR,,,11.3937681,0.002,11.3937681
OHPBAT,1.07125,1.47684005,10.68675024,0.001,10.68675024
AOXSr2,912.6105896,912.6105896,8.38844503,0.001,8.388445031
AMAOTr,0.228030303,0.228030303,0.283,0.001,0.283
DBTS,17.36576042,17.36576042,0.028,0.0005,0.028
OGMEACPS,,4.35963627,7.350803645,6.80E-05,7.350803644
OPMEACPR,,12.76786395,21.32227127,3.40E-05,21.32227127
OGMEACPR,,12.76786395,20.63111544,3.40E-05,20.63111544
EPMEACPR,26.96333333,25.33367341,21.15381923,3.00E-05,21.15381923
EGMEACPR,26.96333333,25.33367341,11.41845337,3.00E-05,11.41845337
OPMEACPS,,21.51472343,6.288442763,2.40E-05,6.288442764
OGMEACPD,0.1,6.019947328,9.436948417,2.20E-05,9.436948417
OPMEACPD,0.1,6.019947328,8.451835235,2.20E-05,8.451835236
OMCDC,23.4,23.4,53.1115622,94.24333932,
GTPHs,,,49.76324143,4.744990075,
NADPPPS,70.2908,70.2908,44.01405542,10.17508359,
FESD2s,,,42.23986929,38.13960744,
ACGAM1PPpp,73.16666667,73.16666667,38.83565148,140.4241301,
CMPN,,,34.42944935,13.83715968,
NADN,1280.885,1280.885,33.71915,6.35246239,
ACONIs,10150,10150,32.71872074,3.545897633,
URIC,3125.51,3125.51,32.65480423,16.8439642,
G5SADs,,,29.34215825,15.60943207,
GUR1PPpp,,,27.70954126,15.60525385,
NMNN,,,27.39070035,3.482992932,
CLPNH140pp,,,27.19402032,3.21404032,
DHGLYH,,,25.77411994,2.659439176,
SELGTHR3,,,25.44514181,4.101952297,
O16GLCT2,,,25.13024432,6.676244502,
HEX4,35.03772727,35.03772727,25,6.480175068,
MTHTHFSs,,,24.92363678,2.583499704,
ATPHs,,,24.76454998,4.216177801,
CLPNH160pp,,,24.53804499,79.11435343,
ThDPAT,,,24.07458944,5.966088302,
CPGNR1,,,24.05383446,34.577309,
ACONIs_reverse,10150,10150,23.96682557,3.436800788,
NADPHHR,,,23.84493428,10.08940283,
FESD1s,,,23.62455141,16.27702791,
ACGAL1PPpp,73.16666667,73.16666667,23.5757701,2.99304373,
CLPNH141pp,,,23.13727141,3.184156964,
NADHHS,,,22.94013534,85.86820176,
CLPNH120pp,,,21.03485999,7.035284611,
SELGTHR,,,20.81200014,7.472230936,
MOX,,,20.56969275,5.690527935,
DHBSH,,,19.08914338,3.547752677,
FECRMR3,,,19.04734846,3.505988803,
HYPOE,5.204444444,5.204444444,18.75778279,3.600550783,
NADPHHS,,,18.62220001,9.63130572,
METOX2s,,,18.01254471,8.956527626,
ALDD4,,,17.93756134,5.040121414,
SELGTHR2,,,17.81314341,3.012122968,
DATPHs,,,17.60983939,3.149702043,
DM_mththf_c,,,17.47632091,2.58343961,
NADHHR,,,17.16372114,5.017582429,
